                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                    0*mm 0*mm 0*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |                       75*mm 240.000*mm 330*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer2_Segment01  |                 BMT  |DriftCuGround Z, Layer 2,  Segment 01  |                     0*mm 0*mm 84.0090866504623*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |111.654704*mm 111.655114*mm 44.7003013497124*mm 6.55187849061636*deg 106.896243018767*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer2_Segment02  |                 BMT  |DriftCuGround Z, Layer 2,  Segment 02  |                     0*mm 0*mm 84.0090866504623*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |111.654704*mm 111.655114*mm 44.7003013497124*mm 6.55187849061636*deg 106.896243018767*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer2_Segment03  |                 BMT  |DriftCuGround Z, Layer 2,  Segment 03  |                     0*mm 0*mm 84.0090866504623*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |111.654704*mm 111.655114*mm 44.7003013497124*mm 6.55187849061636*deg 106.896243018767*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer3_Segment01  |                 BMT  |CuGround Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |139.85*mm 139.851584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer3_Segment02  |                 BMT  |CuGround Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |139.85*mm 139.851584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer3_Segment03  |                 BMT  |CuGround Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |139.85*mm 139.851584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer3_Segment01  |                 BMT  |   PCB Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  | 0000ff   |                Tube  |139.851584*mm 139.951584*mm 57.8620567471277*mm 1.22952316551679*deg 117.540953668966*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer3_Segment02  |                 BMT  |   PCB Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  | 0000ff   |                Tube  |139.851584*mm 139.951584*mm 57.8620567471277*mm 1.22952316551679*deg 117.540953668966*deg  |               myFR4  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer3_Segment03  |                 BMT  |   PCB Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  | 0000ff   |                Tube  |139.851584*mm 139.951584*mm 57.8620567471277*mm 1.22952316551679*deg 117.540953668966*deg  |               myFR4  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer3_Segment01  |                 BMT  |CuStrips Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  | 353540   |                Tube  |139.951584*mm 139.963584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |     mybmtz5MMStrips  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer3_Segment02  |                 BMT  |CuStrips Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  | 353540   |                Tube  |139.951584*mm 139.963584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |     mybmtz5MMStrips  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer3_Segment03  |                 BMT  |CuStrips Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  | 353540   |                Tube  |139.951584*mm 139.963584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |     mybmtz5MMStrips  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer3_Segment01  |                 BMT  |KaptonStrips Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |139.963584*mm 140.038584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer3_Segment02  |                 BMT  |KaptonStrips Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |139.963584*mm 140.038584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer3_Segment03  |                 BMT  |KaptonStrips Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |139.963584*mm 140.038584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer3_Segment01  |                 BMT  |ResistStrips Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  | 000000   |                Tube  |140.038584*mm 140.058584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |  mybmtz5ResistPaste  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer3_Segment02  |                 BMT  |ResistStrips Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  | 000000   |                Tube  |140.038584*mm 140.058584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |  mybmtz5ResistPaste  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer3_Segment03  |                 BMT  |ResistStrips Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  | 000000   |                Tube  |140.038584*mm 140.058584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |  mybmtz5ResistPaste  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer3_Segment01  |                 BMT  |  Gas1 Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |140.058584*mm 140.186584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer3_Segment02  |                 BMT  |  Gas1 Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |140.058584*mm 140.186584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer3_Segment03  |                 BMT  |  Gas1 Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |140.058584*mm 140.186584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_Z_Layer3_Segment01  |                 BMT  |  Mesh Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  | 252020   |                Tube  |140.186584*mm 140.204584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |         mybmtMMMesh  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_Z_Layer3_Segment02  |                 BMT  |  Mesh Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  | 252020   |                Tube  |140.186584*mm 140.204584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |         mybmtMMMesh  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_Z_Layer3_Segment03  |                 BMT  |  Mesh Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  | 252020   |                Tube  |140.186584*mm 140.204584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |         mybmtMMMesh  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas2_Z_Layer3_Segment01  |                 BMT  | Gas2 Z, Layer 3,   Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |140.204584*mm 143.204584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 3 type manual 2 segment manual 1 strip manual 1 
BMT_Gas2_Z_Layer3_Segment02  |                 BMT  | Gas2 Z, Layer 3,   Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |140.204584*mm 143.204584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 3 type manual 2 segment manual 2 strip manual 1 
BMT_Gas2_Z_Layer3_Segment03  |                 BMT  | Gas2 Z, Layer 3,   Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |140.204584*mm 143.204584*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 3 type manual 2 segment manual 3 strip manual 1 
BMT_DriftCuElectrode_Z_Layer3_Segment01  |                 BMT  |DriftCuElectrode Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |143.204584*mm 143.204704*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_Z_Layer3_Segment02  |                 BMT  |DriftCuElectrode Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |143.204584*mm 143.204704*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_Z_Layer3_Segment03  |                 BMT  |DriftCuElectrode Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |143.204584*mm 143.204704*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer3_Segment01  |                 BMT  |DriftKapton Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |143.204704*mm 143.454704*mm 57.8620567471277*mm 1.20029114783301*deg 117.599417704334*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer3_Segment02  |                 BMT  |DriftKapton Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |143.204704*mm 143.454704*mm 57.8620567471277*mm 1.20029114783301*deg 117.599417704334*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer3_Segment03  |                 BMT  |DriftKapton Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |143.204704*mm 143.454704*mm 57.8620567471277*mm 1.20029114783301*deg 117.599417704334*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer3_Segment01  |                 BMT  |DriftCuGround Z, Layer 3,  Segment 01  |                     0*mm 0*mm 108.745095497543*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |143.454704*mm 143.455114*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer3_Segment02  |                 BMT  |DriftCuGround Z, Layer 3,  Segment 02  |                     0*mm 0*mm 108.745095497543*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |143.454704*mm 143.455114*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer3_Segment03  |                 BMT  |DriftCuGround Z, Layer 3,  Segment 03  |                     0*mm 0*mm 108.745095497543*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |143.454704*mm 143.455114*mm 57.8620567471277*mm 5.06153703137744*deg 109.876925937245*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_C_Layer4_Segment01  |                 BMT  |CuGround C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |171.65*mm 171.651584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_C_Layer4_Segment02  |                 BMT  |CuGround C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |171.65*mm 171.651584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_C_Layer4_Segment03  |                 BMT  |CuGround C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |171.65*mm 171.651584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_C_Layer4_Segment01  |                 BMT  |   PCB C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  | 0000ff   |                Tube  |171.651584*mm 171.751584*mm 71.0238121445431*mm 1.00167446701193*deg 117.996651065976*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_C_Layer4_Segment02  |                 BMT  |   PCB C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  | 0000ff   |                Tube  |171.651584*mm 171.751584*mm 71.0238121445431*mm 1.00167446701193*deg 117.996651065976*deg  |               myFR4  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_C_Layer4_Segment03  |                 BMT  |   PCB C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  | 0000ff   |                Tube  |171.651584*mm 171.751584*mm 71.0238121445431*mm 1.00167446701193*deg 117.996651065976*deg  |               myFR4  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_C_Layer4_Segment01  |                 BMT  |CuStrips C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  | 353540   |                Tube  |171.751584*mm 171.763584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |     mybmtc5MMStrips  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_C_Layer4_Segment02  |                 BMT  |CuStrips C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  | 353540   |                Tube  |171.751584*mm 171.763584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |     mybmtc5MMStrips  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_C_Layer4_Segment03  |                 BMT  |CuStrips C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  | 353540   |                Tube  |171.751584*mm 171.763584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |     mybmtc5MMStrips  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_C_Layer4_Segment01  |                 BMT  |KaptonStrips C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |171.763584*mm 171.838584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_C_Layer4_Segment02  |                 BMT  |KaptonStrips C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |171.763584*mm 171.838584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_C_Layer4_Segment03  |                 BMT  |KaptonStrips C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |171.763584*mm 171.838584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_C_Layer4_Segment01  |                 BMT  |ResistStrips C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  | 000000   |                Tube  |171.838584*mm 171.858584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |  mybmtc5ResistPaste  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_C_Layer4_Segment02  |                 BMT  |ResistStrips C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  | 000000   |                Tube  |171.838584*mm 171.858584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |  mybmtc5ResistPaste  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_C_Layer4_Segment03  |                 BMT  |ResistStrips C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  | 000000   |                Tube  |171.838584*mm 171.858584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |  mybmtc5ResistPaste  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_C_Layer4_Segment01  |                 BMT  |  Gas1 C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |171.858584*mm 171.986584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_C_Layer4_Segment02  |                 BMT  |  Gas1 C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |171.858584*mm 171.986584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_C_Layer4_Segment03  |                 BMT  |  Gas1 C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |171.858584*mm 171.986584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_C_Layer4_Segment01  |                 BMT  |  Mesh C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  | 252020   |                Tube  |171.986584*mm 172.004584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |         mybmtMMMesh  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_C_Layer4_Segment02  |                 BMT  |  Mesh C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  | 252020   |                Tube  |171.986584*mm 172.004584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |         mybmtMMMesh  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_C_Layer4_Segment03  |                 BMT  |  Mesh C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  | 252020   |                Tube  |171.986584*mm 172.004584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |         mybmtMMMesh  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas2_C_Layer4_Segment01  |                 BMT  | Gas2 C, Layer 4,   Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |172.004584*mm 175.004584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 4 type manual 1 segment manual 1 strip manual 1 
BMT_Gas2_C_Layer4_Segment02  |                 BMT  | Gas2 C, Layer 4,   Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |172.004584*mm 175.004584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 4 type manual 1 segment manual 2 strip manual 1 
BMT_Gas2_C_Layer4_Segment03  |                 BMT  | Gas2 C, Layer 4,   Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |172.004584*mm 175.004584*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 4 type manual 1 segment manual 3 strip manual 1 
BMT_DriftCuElectrode_C_Layer4_Segment01  |                 BMT  |DriftCuElectrode C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |175.004584*mm 175.004704*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_C_Layer4_Segment02  |                 BMT  |DriftCuElectrode C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |175.004584*mm 175.004704*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_C_Layer4_Segment03  |                 BMT  |DriftCuElectrode C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |175.004584*mm 175.004704*mm 71.0238121445431*mm 4.12355988919911*deg 111.752880221602*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer4_Segment01  |                 BMT  |DriftKapton C, Layer 4,  Segment 01  |                     0*mm 0*mm 133.481104344623*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |175.004704*mm 175.254704*mm 71.0238121445431*mm 0.982186961895876*deg 118.035626076208*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer4_Segment02  |                 BMT  |DriftKapton C, Layer 4,  Segment 02  |                     0*mm 0*mm 133.481104344623*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |175.004704*mm 175.254704*mm 71.0238121445431*mm 0.982186961895876*deg 118.035626076208*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer4_Segment03  |                 BMT  |DriftKapton C, Layer 4,  Segment 03  |                     0*mm 0*mm 133.481104344623*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |175.004704*mm 175.254704*mm 71.0238121445431*mm 0.982186961895876*deg 118.035626076208*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
