 -6.077340367482975E-05 -3.009328247571829E-05 4.851911853620549E-06 -2.684259321540594E-03  1.282648090273141E-02
 -6.214775203261524E-05 -3.132118217763490E-05 8.401230843446683E-06 -4.176238086074590E-03  1.335206534713506E-02
 -5.529043846763670E-05 -2.730170854192692E-05 3.705132940012845E-06  2.657587465364485E-04  1.123890280723571E-02
 -5.423010225058533E-05 -2.690152359718922E-05 4.722905941889621E-06  4.733993555419147E-04  1.094712968915700E-02
 -5.334062007023021E-05 -2.647465589689090E-05 4.755088411911856E-06  1.388423028402030E-03  1.060978136956691E-02
 -5.258136661723256E-05 -2.617923928482923E-05 5.270664132694946E-06  1.920653972774744E-03  1.033128984272480E-02
 -5.199034058023244E-05 -2.604955443530343E-05 6.222567662916844E-06  2.089481335133314E-03  1.015397068113088E-02
 -5.162054003449156E-05 -2.603724897198844E-05 7.086252026056172E-06  2.240415895357728E-03  1.004421617835760E-02
 -5.171889279154129E-05 -2.633548501762561E-05 8.221581083489581E-06  2.269015880301594E-03  1.010975614190101E-02
 -5.182181848795153E-05 -2.673726703505963E-05 9.587453860149253E-06  2.116384916007518E-03  1.023401133716106E-02
 -5.226489884080365E-05 -2.772782499960158E-05 1.206817614729516E-05  1.088266726583242E-03  1.071925275027751E-02
 -4.068568887305445E-05 -2.299850893905386E-05 7.539211310358950E-06  2.430732594802975E-03  8.428963832557201E-03
 -4.084609463461674E-05 -2.365567343076691E-05 9.143265742750372E-06  1.814155722968280E-03  8.755354210734367E-03
 -3.406752875889651E-05 -2.093213697662577E-05 6.825904620200162E-06  2.443424193188548E-03  7.472269237041473E-03
 -3.355958324391394E-05 -2.098092591040767E-05 7.567465672764228E-06  2.357408637180924E-03  7.378464564681053E-03
 -3.308136729174293E-05 -2.108723856508731E-05 8.288641765830107E-06  2.279550768435001E-03  7.308232598006725E-03
 -3.269118678872473E-05 -2.130477878381498E-05 9.030843102664221E-06  2.227053279057145E-03  7.284171413630247E-03
 -3.232768358429893E-05 -2.138056333933491E-05 9.471052180742844E-06  2.335202414542436E-03  7.172088604420423E-03
 -3.769544036913430E-07  5.213531949266325E-06 3.036938323930371E-06 -1.309770275838673E-03 -4.567536059767007E-03
  3.106743804437428E-07  5.258976671029813E-06 3.944012860301882E-06 -1.704570371657609E-03 -4.586969036608934E-03
 -2.159462475503914E-08  5.296890321915270E-06 2.934321628345060E-06 -1.252635032869875E-03 -4.603860899806022E-03
 -2.249848130020382E-08  5.316628175933146E-06 2.938454372269916E-06 -1.245374092832207E-03 -4.612906370311975E-03
 -1.875937698514462E-07  5.382762537919916E-06 2.167340653613791E-06 -9.005396859720349E-04 -4.641986452043056E-03
 -2.531679399453423E-07  5.450224307423923E-06 1.777606257746811E-06 -7.224114378914237E-04 -4.671597387641668E-03
 -2.033357304753735E-07  5.473571491165785E-06 2.163470753657747E-06 -8.776842732913792E-04 -4.682510159909725E-03
 -2.275628645520555E-07  5.486811460286844E-06 2.031285930570447E-06 -8.146020118147134E-04 -4.688984714448451E-03
 -2.933105918145883E-07  5.602359124168287E-06 1.626309881430643E-06 -6.296337815001606E-04 -4.738918039947748E-03
 -1.951799362132078E-07  5.548074568650918E-06 2.281855586261372E-06 -9.032685193233191E-04 -4.717167932540178E-03
 -1.557730797685508E-07  5.668020548910135E-06 1.986033339562709E-06 -7.805757340975105E-04 -4.767207428812980E-03
 -1.626671348731178E-07  5.625612175208516E-06 2.475829433024045E-06 -9.678160422481596E-04 -4.752129316329956E-03
 -1.526413626606881E-07  5.730169959861086E-06 2.164058969356119E-06 -8.373869350180029E-04 -4.795671440660953E-03
 -2.475655094258399E-07  5.628206508845323E-06 2.591487145764403E-06 -9.823220316320657E-04 -4.759370349347591E-03
 -2.895388604429172E-07  5.730966222472488E-06 2.432386281725484E-06 -8.973327348940074E-04 -4.804879892617464E-03
 -2.351053325355678E-07  5.706898718926822E-06 2.696277988434303E-06 -1.000696793198585E-03 -4.797415342181921E-03
 -2.359388133754691E-07  5.757787221227772E-06 2.700545110201346E-06 -9.890293003991246E-04 -4.821478854864835E-03
 -2.427759397960471E-07  5.819504167448030E-06 2.727268338276189E-06 -9.843894513323903E-04 -4.850162193179130E-03
  1  11.47  445.55  17.36  461.71   8.66   5.50  13.92  30.80     6.3    7.395   7.700  11.00  30.80  8.59   -85 20 17.36 62.0225 457.525
  2  19.53  442.53  25.42  458.69   8.66   5.50  13.92  30.37     6.3    7.395   7.700  11.00  30.37  8.59   -85 20 25.42 75.2319 452.478
  3  27.66  440.50  33.54  456.66   8.66   5.50  13.92  30.08     6.3    7.395   7.700  11.00  30.08  8.59   -85 20 33.54 88.4645 448.009
  4  35.72  438.40  41.61  454.56   8.66   5.50  13.92  29.77     6.3    7.395   7.700  11.00  29.77  8.59   -85 20 41.61 101.713 443.034
  5  43.72  436.30  49.60  452.46   8.66   5.50  13.92  29.43     6.3    7.395   7.700  11.00  29.43  8.59   -85 20 49.6  114.739 437.67
  6  51.62  434.12  57.51  450.29   8.66   5.50  13.92  29.08     6.3    7.395   7.700  11.00  29.08  8.59   -85 20 57.51 127.663 431.814
  7  59.45  431.39  65.34  447.55   8.66   5.50  13.92  28.69     6.3    7.395   7.700  11.00  28.69  8.59   -85 20 65.34 140.453 424.94
  8  66.60  429.25  72.76  445.13   8.66   5.50  13.92  28.34     6.3    7.395   7.700  11.00  28.34  8.59   -85 20 72.76 153.338 417.885
  9  73.87  428.11  80.32  444.06   8.66   5.50  13.92  27.96     6.3    7.395   7.700  11.00  27.96  8.59   -85 20 80.32 166.563 411.638
 10  81.21  426.48  87.93  442.32   8.66   5.50  13.92  27.52     6.3    7.395   7.700  11.00  27.52  8.59   -85 20 87.93 179.908 404.079
 11  86.07  424.10  95.28  442.97   9.50   5.50  14.63  27.19     6.8    8.665   8.000  16.13  27.19  8.00  -85  20 95.28 194.463 398.003
 12  93.66  422.41 103.20  441.12   9.50   5.50  14.63  26.63     6.8    8.665   8.000  16.13  26.63  8.00  -85  20 103.2 208.316 388.833
 13  99.94  420.58 113.55  446.19  11.10   5.50  18.11  24.00     7.495  9.000   9.000  17.00  25.99  10.94 -100 35 113.55 226.324 384.529
 14 108.11  418.39 122.17  443.75  11.10   5.50  18.11  24.00     7.495  9.000   9.000  17.00  25.26  10.94 -100 35 122.17 241.294 372.413
 15 116.47  417.05 130.72  441.72  11.10   5.50  18.11  27.26     7.495  9.000   9.000  17.00  24.47  10.94 -100 35 130.72 256.131 359.88
 16 124.17  415.31 139.10  440.17  11.10   5.50  18.11  26.26     7.495  9.000   9.000  17.00  23.63  10.94 -100 35 139.1  270.814 347.001
 17 132.72  413.64 147.66  438.50  11.10   5.50  18.11  26.68     7.495  9.000   9.000  17.00  22.68  10.94 -100 35 147.66 284.841 333.388
 18 140.09  412.27 155.46  436.86  11.10   5.50  18.11  26.74     7.495  9.000   9.000  17.00  21.74  10.94 -100 35 155.46 298.551 318.927




 12.9616   61.0313   450.214	-12.9616  61.0313   450.214
 21.077    74.0163   445.167	-21.077   74.0163   445.167
 29.2346   87.0245   440.717    -29.2346  87.0245   440.717
 37.3449   100.044   435.767	-37.3449  100.044   435.767
 45.3792   112.842   430.433    -45.3792  112.842   430.433
 53.335    125.535   424.615	-53.335   125.535   424.615
 61.2162   138.088   417.785	-61.2162  138.088   417.785
 68.6823   150.734   410.788	-68.6823  150.734   410.788
 76.2925   163.717   404.605	-76.2925  163.717   404.605
 83.9609   176.809   397.12	-83.9609  176.809   397.12
 91.6245   191.339   391.61	-91.6245  191.339   391.61
 99.6142   204.939   382.53	-99.6142  204.939   382.53
 109.1     221.255   375.916	-109.1    221.255   375.916
 117.72    235.859   364.025	-117.72   235.859   364.025
 125.709   250.492   351.956	-125.709  250.492   351.956
 134.26    264.778   339.266	-134.26   264.778   339.266
 142.748   278.491   325.956	-142.748  278.491   325.956
 150.538   291.874   311.794	-150.538  291.874   311.794

6.40228	59.5532	439.31	-6.40228	59.5532	439.31
14.6005	72.2036	434.265	-14.6005	72.2036	434.265
22.8141	84.8772	429.842	-22.8141	84.8772	429.842
30.9845	97.556	424.93	-30.9845	97.556	424.93
39.0849	110.012	419.641	-39.0849	110.012	419.641
47.109	122.361	413.879	-47.109	122.361	413.879
55.0665	134.562	407.116	-55.0665	134.562	407.116
62.6014	146.85	400.203	-62.6014	146.85	400.203
70.2865	159.473	394.116	-70.2865	159.473	394.116
78.042	172.188	386.742	-78.042	172.188	386.742
83.628	184.506	377.623	-83.628	184.506	377.623
91.7702	197.551	368.74	-91.7702	197.551	368.74
101.389	212.469	360.989	-101.389	212.469	360.989
110.009	226.441	349.489	-110.009	226.441	349.489
117.025	240.719	338.225	-117.025	240.719	338.225
125.871	254.317	325.862	-125.871	254.317	325.862
134.235	267.487	313.076	-134.235	267.487	313.076
142.007	280.302	299.433	-142.007	280.302	299.433



0.390826	58.2255	446.167	-9.5397	51.2011	441.615
8.55429	71.0102	441.116	-17.7847	63.9387	436.808
16.7449	83.8417	436.698	-26.0299	76.7026	432.626
24.8912	96.6779	431.786	-34.2342	89.4814	427.955
32.9657	109.286	426.492	-42.3719	102.046	422.904
40.9637	121.785	420.721	-50.4345	114.512	417.379
48.8928	134.133	413.943	-58.435	126.842	410.853
56.4029	146.578	407.016	-66.0086	139.268	404.18
64.0618	159.355	400.91	-73.7359	152.04	398.33
71.7877	172.222	393.509	-81.5403	164.921	391.198
76.6113	184.572	384.362	-87.2134	176.68	382.156
84.7201	197.753	375.441	-95.4279	189.923	373.545
93.0427	212.743	368.448	-105.689	204.072	367.019
101.705	226.915	356.985	-114.428	218.32	355.804
109.153	241.659	346.131	-121.613	232.739	344.6
117.929	255.386	333.682	-130.582	246.68	332.559
126.403	268.793	320.971	-139.1	260.134	319.977
134.244	281.829	307.356	-147.019	273.266	306.556


	



        2.395       448.854        8.570       493.141
       10.457       445.835       18.210       490.035
       18.579       443.800       27.950       487.844
       26.646       441.706       37.490       485.590
       34.641       439.602       46.820       483.264
       42.545       437.427       56.160       480.788
       50.375       434.692       65.250       478.748
       57.583       432.714       73.410       477.093
       64.916       431.729       81.850       476.331
       72.313       430.258       90.310       475.576
       76.656       428.690       97.890       475.166
       84.331       427.161      105.860       474.623
       89.271       426.255       99.790       477.270
       97.541       424.246      109.770       478.423
      105.755       422.641      118.700       475.399
      113.812       421.529      126.870       472.409
      122.365       419.859      134.470       469.691
      129.850       418.670      142.200       466.460
       27.021       427.800       20.550       442.246
       34.117       425.400       28.612       439.227
       41.189       423.000       36.734       437.192
       48.156       420.400       44.801       435.098
       55.087       417.800       52.796       432.994
       61.858       414.670       60.700       430.819
       68.609       410.600       68.530       428.084
       75.332       409.680       75.619       425.790
       82.021       406.810       82.829       424.492
       88.586       404.000       90.097       422.709
       95.375       399.000       95.486       419.506
      102.018       397.900      102.998       417.650
      108.881       394.400      110.603       414.913
      116.020       390.500      118.672       412.533
      123.124       385.800      126.678       410.561
      129.805       380.370      134.521       409.086
      136.186       375.170      143.074       407.416
      142.191       370.700      150.339       405.867
  8.00  6.75   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  8.00  6.75   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  8.00  6.75   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  8.00  6.75   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  8.00  6.75   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  8.00  6.75   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  8.00  8.00   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  8.00  8.00   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  8.00  8.00   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  9.25  8.00   12.734   7.144  -0.07  1.30  -3.01  43.36  7.76   9.93  21.08
  9.25  8.00   15.661   7.588  -0.13  1.83  -5.17  49.82  8.46  11.46  24.13
  9.25  9.25   15.661   7.588  -0.13  1.83  -5.17  49.82  8.46  11.46  24.13
  9.25  9.25   21.156   8.698  -0.07  2.58  -5.91  58.15  9.85  12.65  27.94
 11.00  9.25   21.156   8.698  -0.07  2.58  -5.91  58.15  9.85  12.65  27.94
 11.00  9.25   21.156   8.698  -0.07  2.58  -5.91  58.15  9.85  12.65  27.94
 11.00  9.25   21.156   8.698  -0.07  2.58  -5.91  58.15  9.85  12.65  27.94
 11.00  9.25   21.156   8.698  -0.07  2.58  -5.91  58.15  9.85  12.65  27.94
 11.00  9.25   21.156   8.698  -0.07  2.58  -5.91  58.15  9.85  12.65  27.94
       1    6.86    7.72    31.097   438.788    30.312   428.659
       2    8.57    9.44    38.378   436.249    37.419   426.134
       3   10.30   11.17    45.571   433.675    44.442   423.578
       4   12.04   12.93    52.752   431.040    51.451   420.964
       5   13.81   14.69    59.787   428.388    58.315   418.336
       6   15.57   16.47    66.748   425.699    65.107   415.672
       7   17.37   18.29    73.694   422.911    71.882   412.914
       8   19.21   20.15    80.608   420.050    78.627   410.086
       9   21.09   22.03    87.415   417.196    85.264   407.265
      10   22.99   24.00    94.312   414.107    91.989   404.216
      11   25.03   26.04   101.225   410.949    98.728   401.101
      12   27.07   28.18   108.212   407.647   105.539   397.844
      13   29.27   30.48   115.411   404.106   112.555   394.355
      14   31.68   32.94   122.748   400.333   119.705   390.640
      15   34.19   35.44   129.816   396.531   126.591   386.896
      16   36.70   37.97   136.567   392.720   133.166   383.147
      17   39.24   40.51   142.921   388.906   139.353   379.394
      18   41.79   43.11   149.021   385.131   145.296   375.679
      19   44.45
