          17     1     1  0.0  1.0   11    10.594 2212    1 0.6830094E+05
    4 -1.    1     11  1  0   -0.7080    0.5763    7.5370    7.5921    0.0005     -0.0068   -0.0057    0.0000
   12  1.    1   2212  9  0    0.3490    0.1054    0.5159    1.1311    0.9383     -0.0068   -0.0057    0.0000
   13  0.    1     22 10  0    0.1582    0.0309    0.1853    0.2456    0.0000     -0.0068   -0.0057    0.0000
   14  1.    1    -11 10  0    0.0952   -0.0465    0.1053    0.1494    0.0005     -0.0068   -0.0057    0.0000
   15 -1.    1     11 10  0    0.1446   -0.0646    0.1283    0.2038    0.0005     -0.0068   -0.0057    0.0000
   16  0.    1     22 11  0    0.0355   -0.1062    0.2910    0.3118    0.0000     -0.0068   -0.0057    0.0000
   17  0.    1     22 11  0   -0.0745   -0.4952    1.8312    1.8985    0.0000     -0.0068   -0.0057    0.0000
          26     1     1  0.0  1.0   11    10.594 2212    1 0.6830094E+05
    4 -1.    1     11  1  0    0.4281   -0.5978    4.5582    4.6171    0.0005     -0.0048   -0.0056    0.0000
   10  1.    1    211  7  0   -0.4298   -0.0975    0.3250    0.5651    0.1396     -0.0048   -0.0056    0.0000
   11 -1.    1   -211  7  0   -0.0963    0.0569    0.0660    0.1906    0.1396     -0.0048   -0.0056    0.0000
   16  0.    1     22 12  0   -0.0507    0.0760    0.2787    0.2933    0.0000     -0.0048   -0.0056    0.0000
   17  0.    1     22 12  0   -0.1361   -0.0366    0.5462    0.5641    0.0000     -0.0048   -0.0056    0.0000
   18  1.    1   2212 14  0   -0.0491    0.0840    1.9820    2.1951    0.9383     -0.0048   -0.0056    0.0000
   20  1.    1    211 15  0    0.2957    0.2614    1.1824    1.2543    0.1396     -0.0048   -0.0056    0.0000
   21 -1.    1   -211 15  0    0.0913   -0.1643    0.4503    0.5075    0.1396     -0.0048   -0.0056    0.0000
   23  0.    1     22 19  0   -0.1511    0.1273    0.9739    0.9938    0.0000     -0.0048   -0.0056    0.0000
   24  0.    1     22 19  0   -0.0019    0.1078    0.3478    0.3642    0.0000     -0.0048   -0.0056    0.0000
   25  0.    1     22 22  0   -0.0735    0.0331    0.0357    0.0882    0.0000     -0.0048   -0.0056    0.0000
   26  0.    1     22 22  0    0.0057    0.0866    0.1881    0.2072    0.0000     -0.0048   -0.0056    0.0000
          16     1     1  0.0  1.0   11    10.594 2212    1 0.6830094E+05
    4 -1.    1     11  1  0    0.3735   -0.7645    6.9995    7.0510    0.0005     -0.0096   -0.0021    0.0000
   11  1.    1    211  9  0   -0.1135    0.5215    0.0626    0.5552    0.1396     -0.0096   -0.0021    0.0000
   12  1.    1   2212  9  0   -0.1270    0.1335    1.3112    1.6229    0.9383     -0.0096   -0.0021    0.0000
   13 -1.    1   -211 10  0   -0.3097    0.1521    1.1438    1.2028    0.1396     -0.0096   -0.0021    0.0000
   15  0.    1     22 14  0    0.0154   -0.0619    0.2864    0.2935    0.0000     -0.0096   -0.0021    0.0000
   16  0.    1     22 14  0    0.1613    0.0194    0.7904    0.8069    0.0000     -0.0096   -0.0021    0.0000
          15     1     1  0.0  1.0   11    10.594 2212    1 0.6830094E+05
     4 -1.    1     11  1  0    0.5851   -0.8677    7.9949    8.0631    0.0005      0.0021   -0.0054    0.0000
   10  0.    1   2112  9  0    0.1251    0.8190    1.7114    2.1209    0.9396      0.0021   -0.0054    0.0000
   12  1.    1    211 11  0   -0.7442    0.0034    0.9268    1.1968    0.1396      0.0021   -0.0054    0.0000
   14  0.    1     22 13  0   -0.0277   -0.0293   -0.0370    0.0547    0.0000      0.0021   -0.0054    0.0000
   15  0.    1     22 13  0    0.0617    0.0746   -0.0021    0.0968    0.0000      0.0021   -0.0054    0.0000
          23     1     1  0.0  1.0   11    10.594 2212    1 0.6830094E+05
    4 -1.    1     11  1  0   -0.2222    0.4096    2.2203    2.2686    0.0005     -0.0053    0.0049    0.0000
    7  1.    1   2212  2  0   -0.2749   -0.3522    1.0724    1.4933    0.9383     -0.0053    0.0049    0.0000
   12 -1.    1   -211 10  0    0.1134    0.0031    0.5820    0.6092    0.1396     -0.0053    0.0049    0.0000
   14  1.    1    211 11  0   -0.5771    0.1585    2.8694    2.9344    0.1396     -0.0053    0.0049    0.0000
   16  1.    1    211 13  0   -0.0430   -0.0091    0.1213    0.1901    0.1396     -0.0053    0.0049    0.0000
   17 -1.    1   -211 13  0    0.2145   -0.0467    0.8809    0.9185    0.1396     -0.0053    0.0049    0.0000
   19  0.    1     22 15  0   -0.0072    0.0028    0.0171    0.0188    0.0000     -0.0053    0.0049    0.0000
   20 -1.    1     11 15  0    0.0397   -0.0462    0.3822    0.3870    0.0005     -0.0053    0.0049    0.0000
   21  1.    1    -11 15  0    0.3119   -0.2635    2.0898    2.1294    0.0005     -0.0053    0.0049    0.0000
   22  0.    1     22 18  0    0.4387    0.1125    0.3930    0.5996    0.0000     -0.0053    0.0049    0.0000
   23  0.    1     22 18  0    0.0059    0.0330    0.0373    0.0502    0.0000     -0.0053    0.0049    0.0000
