5 1 1 0 0 0 0  1.78213 0.426646 1.45068
1 -1 1 11 0 0 -0.213094 0.534286 5.05168 5.08432 0.0005 0 0 -1.65624 
2 1 1 321 0 0 0.0334519 -0.0940072 0.77021 0.920265 0.4936 0 0 -1.65624 
3 1 1 2212 0 0 0.113645 -0.321233 0.492274 1.11303 0.9383 2.53082 -9.95997 13.5103 
4 -1 1 -211 0 0 0.00360268 -0.140192 0.210358 0.288785 0.1396 2.53082 -9.95997 13.5103 
5  0 1 22 0 0 0.0592635 0.0193026 0.0110192 0.0632944 0. 0 0 -1.65624 
5 1 1 0 0 0 0  1.86592 0.651329 1.73331
1 -1 1 11 0 0 0.324034 -0.609174 4.75186 4.80169 0.0005 0 0 -4.335 
2 1 1 321 0 0 -0.172744 -0.177938 0.495216 0.741922 0.4936 0 0 -4.335 
3 1 1 2212 0 0 -0.0237713 0.551271 0.965568 1.45506 0.9383 -1.31331 11.2658 12.6124 
4 -1 1 -211 0 0 -0.0662782 0.221193 0.196463 0.333762 0.1396 -1.31331 11.2658 12.6124 
5  0 1 22 0 0 -0.057281 0.0159005 0.120618 0.134472 0. 0 0 -4.335 
5 1 1 0 0 0 0  1.89843 0.358068 1.64225
1 -1 1 11 0 0 0.465507 0.225028 4.86535 4.89275 0.0005 0 0 -3.68729 
2 1 1 321 0 0 0.0577152 -0.00733686 0.961003 1.08195 0.4936 0 0 -3.68729 
3 1 1 2212 0 0 -0.358486 -0.0920701 0.414339 1.09045 0.9383 -1.38312 -0.42849 -1.77915 
4 -1 1 -211 0 0 -0.0932316 -0.0478714 0.208844 0.272176 0.1396 -1.38312 -0.42849 -1.77915 
5  0 1 22 0 0 -0.0673976 -0.0721297 0.080829 0.127587 0. 0 0 -3.68729 
5 1 1 0 0 0 0  1.75641 1.16031 1.79315
1 -1 1 11 0 0 -0.768326 0.493682 4.65308 4.74185 0.0005 0 0 -4.14895 
2 1 1 321 0 0 0.0495073 -0.203673 0.701394 0.882946 0.4936 0 0 -4.14895 
3 1 1 2212 0 0 0.544496 -0.110426 0.886761 1.4055 0.9383 0.159137 -0.0589096 -3.85719 
4 -1 1 -211 0 0 0.0749639 -0.118887 0.248942 0.318129 0.1396 0.159137 -0.0589096 -3.85719 
5  0 1 22 0 0 0.0944893 -0.0573253 0.0448995 0.119291 0. 0 0 -4.14895 
5 1 1 0 0 0 0  1.81406 0.3123 1.45095
1 -1 1 11 0 0 -0.231966 -0.43426 5.06016 5.08405 0.0005 0 0 -3.49714 
2 1 1 321 0 0 0.302505 0.359404 0.494987 0.842258 0.4936 0 0 -3.49714 
3 1 1 2212 0 0 -0.0456637 0.00958977 0.759695 1.20819 0.9383 -0.408341 0.301045 -0.666532 
4 -1 1 -211 0 0 -0.0888357 0.0895686 0.172649 0.255347 0.1396 -0.408341 0.301045 -0.666532 
5  0 1 22 0 0 0.0600146 -0.0227109 0.0465671 0.0792845 0. 0 0 -3.49714 
5 1 1 0 0 0 0  1.79781 0.375124 1.45315
1 -1 1 11 0 0 -0.461967 -0.278339 5.05315 5.08185 0.0005 0 0 -2.20252 
2 1 1 321 0 0 0.380194 0.00757306 0.3114 0.696622 0.4936 0 0 -2.20252 
3 1 1 2212 0 0 -0.0423409 0.219909 0.816678 1.26393 0.9383 0.195784 1.52603 5.7797 
4 -1 1 -211 0 0 0.0682 -0.0183513 0.237613 0.284478 0.1396 0.195784 1.52603 5.7797 
5  0 1 22 0 0 0.051722 0.0645802 0.110761 0.138252 0. 0 0 -2.20252 
5 1 1 0 0 0 0  2.00963 0.325351 1.85639
1 -1 1 11 0 0 -0.080814 0.475161 4.65371 4.67861 0.0005 0 0 -1.11341 
2 1 1 321 0 0 0.428325 0.131642 0.447883 0.80318 0.4936 0 0 -1.11341 
3 1 1 2212 0 0 -0.378094 -0.549738 1.20054 1.66339 0.9383 -4.29261 -7.0712 14.0638 
4 -1 1 -211 0 0 0.0194326 -0.0410839 0.067564 0.161587 0.1396 -4.29261 -7.0712 14.0638 
5  0 1 22 0 0 0.00908019 -0.0167927 0.157126 0.158281 0. 0 0 -1.11341 
5 1 1 0 0 0 0  1.81038 0.669877 1.63439
1 -1 1 11 0 0 -0.434821 0.557357 4.84936 4.90061 0.0005 0 0 -4.7869 
2 1 1 321 0 0 0.222269 -0.488802 0.599166 0.943948 0.4936 0 0 -4.7869 
3 1 1 2212 0 0 0.167081 -0.145169 1.05101 1.42619 0.9383 0.203187 -0.123287 -3.59261 
4 -1 1 -211 0 0 0.0187759 0.0323974 0.0414119 0.150323 0.1396 0.203187 -0.123287 -3.59261 
5  0 1 22 0 0 0.0257032 0.0421059 -0.00446896 0.0495332 0. 0 0 -4.7869 
