	 5 1 1 0 0 11 6.535 2212 0.938272 0
1 0 1 221 0 0 -0.658893 0.0885549 2.92674 3.05089 0.547853 0 0 -5.34186
2 0 1 2212 0 0 0.652715 -0.0721788 0.398542 1.21262 0.938272 0 0 -5.34186
3 0 1 11 0 0 0.00617808 -0.016376 3.20971 3.20976 0.000510999 0 0 -5.34186
4 -1.    1     11  1  0   -0.7080    0.5763    7.5370    7.5921    0.0005     -0.0068   -0.0057    0.0000
5  1.    1   2212  9  0    0.3490    0.1054    0.5159    1.1311    0.9383     -0.0068   -0.0057    0.0000
   	 5 1 1 0 0 11 6.535 2212 0.938272 0
1 0 1 221 0 0 -0.658893 0.0885549 2.92674 3.05089 0.547853 0 0 -5.34186
2 0 1 2212 0 0 0.652715 -0.0721788 0.398542 1.21262 0.938272 0 0 -5.34186
3 0 1 11 0 0 0.00617808 -0.016376 3.20971 3.20976 0.000510999 0 0 -5.34186
4 -1.    1     11  1  0    0.4281   -0.5978    4.5582    4.6171    0.0005     -0.0048   -0.0056    0.0000
5  1.    1    211  7  0   -0.4298   -0.0975    0.3250    0.5651    0.1396     -0.0048   -0.0056    0.0000
       	 5 1 1 0 0 11 6.535 2212 0.938272 0
1 0 1 221 0 0 -0.658893 0.0885549 2.92674 3.05089 0.547853 0 0 -5.34186
2 0 1 2212 0 0 0.652715 -0.0721788 0.398542 1.21262 0.938272 0 0 -5.34186
3 0 1 11 0 0 0.00617808 -0.016376 3.20971 3.20976 0.000510999 0 0 -5.34186
4 -1.    1     11  1  0    0.3735   -0.7645    6.9995    7.0510    0.0005     -0.0096   -0.0021    0.0000
5  1.    1    211  9  0   -0.1135    0.5215    0.0626    0.5552    0.1396     -0.0096   -0.0021    0.0000
	 5 1 1 0 0 11 6.535 2212 0.938272 0
1 0 1 221 0 0 -0.658893 0.0885549 2.92674 3.05089 0.547853 0 0 -5.34186
2 0 1 2212 0 0 0.652715 -0.0721788 0.398542 1.21262 0.938272 0 0 -5.34186
3 0 1 11 0 0 0.00617808 -0.016376 3.20971 3.20976 0.000510999 0 0 -5.34186
4 -1.    1     11  1  0    0.5851   -0.8677    7.9949    8.0631    0.0005      0.0021   -0.0054    0.0000
5  0.    1   2112  9  0    0.1251    0.8190    1.7114    2.1209    0.9396      0.0021   -0.0054    0.0000
   	 5 1 1 0 0 11 6.535 2212 0.938272 0
1 0 1 221 0 0 -0.658893 0.0885549 2.92674 3.05089 0.547853 0 0 -5.34186
2 0 1 2212 0 0 0.652715 -0.0721788 0.398542 1.21262 0.938272 0 0 -5.34186
3 0 1 11 0 0 0.00617808 -0.016376 3.20971 3.20976 0.000510999 0 0 -5.34186
4 -1.    1     11  1  0   -0.2222    0.4096    2.2203    2.2686    0.0005     -0.0053    0.0049    0.0000
5  1.    1   2212  2  0   -0.2749   -0.3522    1.0724    1.4933    0.9383     -0.0053    0.0049    0.0000
