4  1.  1.  0  0  1  0  2.094664  7.533142  0.000001
 1  -1.  1  11  0  0  0.445753  -1.740327  4.365531  4.720730  0.0005  0.0000  0.0000  -1.823382
 2  1.  1  2212  0  0  -0.857563  1.046765  2.592810  3.071506  0.9383  0.0000  0.0000  -1.823382
 3  1.  1  211  0  0  0.260573  0.432947  2.621082  2.672993  0.1396  0.0000  0.0000  -1.823382
 4  -1.  1  -211  0  0  0.151237  0.260615  1.024679  1.077144  0.1396  0.0000  0.0000  -1.823382
4  1.  1.  0  0  2  0  1.552962  8.703834  0.000001
 1  -1.  1  11  0  0  -1.964317  -0.417213  4.724265  5.133351  0.0005  0.0000  0.0000  -5.463985
 2  1.  1  2212  0  0  1.202895  0.561376  3.780193  4.114889  0.9383  0.0000  0.0000  -5.463985
 3  1.  1  211  0  0  0.454994  -0.202793  1.598396  1.680028  0.1396  0.0000  0.0000  -5.463985
 4  -1.  1  -211  0  0  0.312737  0.059970  0.486078  0.597622  0.1396  0.0000  0.0000  -5.463985
4  1.  1.  0  0  3  0  1.936709  1.968885  0.000908
 1  -1.  1  11  0  0  0.546445  1.087584  7.932391  8.025227  0.0005  0.0000  0.0000  -1.948270
 2  1.  1  2212  0  0  -0.292044  -0.810372  1.205318  1.753608  0.9383  0.0000  0.0000  -1.948270
 3  1.  1  211  0  0  0.155743  0.036680  0.010639  0.212590  0.1396  0.0000  0.0000  -1.948270
 4  -1.  1  -211  0  0  -0.410144  -0.313892  1.455752  1.550948  0.1396  0.0000  0.0000  -1.948270
4  1.  1.  0  0  4  0  2.090273  2.397947  0.000991
 1  -1.  1  11  0  0  0.717756  1.077309  7.353972  7.467039  0.0005  0.0000  0.0000  -4.139001
 2  1.  1  2212  0  0  -0.776767  -0.023857  1.595571  2.007520  0.9383  0.0000  0.0000  -4.139001
 3  1.  1  211  0  0  0.075570  -0.365492  0.185412  0.439491  0.1396  0.0000  0.0000  -4.139001
 4  -1.  1  -211  0  0  -0.016558  -0.687959  1.469146  1.628321  0.1396  0.0000  0.0000  -4.139001
4  1.  1.  0  0  5  0  1.390048  7.447639  0.000001
 1  -1.  1  11  0  0  1.697680  1.122978  5.723587  6.074754  0.0005  0.0000  0.0000  -4.452831
 2  1.  1  2212  0  0  -0.923629  -0.788342  3.267379  3.609805  0.9383  0.0000  0.0000  -4.452831
 3  1.  1  211  0  0  -0.342193  -0.057707  0.501984  0.626014  0.1396  0.0000  0.0000  -4.452831
 4  -1.  1  -211  0  0  -0.431859  -0.276929  1.111154  1.231801  0.1396  0.0000  0.0000  -4.452831
4  1.  1.  0  0  6  0  1.471446  7.526348  0.000003
 1  -1.  1  11  0  0  -0.526220  -1.947022  5.553811  5.908690  0.0005  0.0000  0.0000  -5.127908
 2  1.  1  2212  0  0  0.282075  1.374111  3.676741  4.045556  0.9383  0.0000  0.0000  -5.127908
 3  1.  1  211  0  0  0.187103  0.032293  0.425913  0.486757  0.1396  0.0000  0.0000  -5.127908
 4  -1.  1  -211  0  0  0.057043  0.540620  0.947640  1.101374  0.1396  0.0000  0.0000  -5.127908
