         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                    0.4*cm 23.5*cm 32.227*cm 0.*deg 360.*deg  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
sector11_superlayer1_layer2_paddle3  |         ahdc_mother  |ATOFpaddle3 sector11 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 3 order manual 0 
sector11_superlayer1_layer2_paddle4  |         ahdc_mother  |ATOFpaddle4 sector11 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 4 order manual 0 
sector11_superlayer1_layer2_paddle5  |         ahdc_mother  |ATOFpaddle5 sector11 superlayer1 layer2  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 5 order manual 0 
sector11_superlayer1_layer2_paddle6  |         ahdc_mother  |ATOFpaddle6 sector11 superlayer1 layer2  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 6 order manual 0 
sector11_superlayer1_layer2_paddle7  |         ahdc_mother  |ATOFpaddle7 sector11 superlayer1 layer2  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 7 order manual 0 
sector11_superlayer1_layer2_paddle8  |         ahdc_mother  |ATOFpaddle8 sector11 superlayer1 layer2  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 8 order manual 0 
sector11_superlayer1_layer2_paddle9  |         ahdc_mother  |ATOFpaddle9 sector11 superlayer1 layer2  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 9 order manual 0 
sector11_superlayer1_layer3_paddle0  |         ahdc_mother  |ATOFpaddle0 sector11 superlayer1 layer3  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 0 order manual 0 
sector11_superlayer1_layer3_paddle1  |         ahdc_mother  |ATOFpaddle1 sector11 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 1 order manual 0 
sector11_superlayer1_layer3_paddle2  |         ahdc_mother  |ATOFpaddle2 sector11 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 2 order manual 0 
sector11_superlayer1_layer3_paddle3  |         ahdc_mother  |ATOFpaddle3 sector11 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 3 order manual 0 
sector11_superlayer1_layer3_paddle4  |         ahdc_mother  |ATOFpaddle4 sector11 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 4 order manual 0 
sector11_superlayer1_layer3_paddle5  |         ahdc_mother  |ATOFpaddle5 sector11 superlayer1 layer3  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 5 order manual 0 
sector11_superlayer1_layer3_paddle6  |         ahdc_mother  |ATOFpaddle6 sector11 superlayer1 layer3  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 6 order manual 0 
sector11_superlayer1_layer3_paddle7  |         ahdc_mother  |ATOFpaddle7 sector11 superlayer1 layer3  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 7 order manual 0 
sector11_superlayer1_layer3_paddle8  |         ahdc_mother  |ATOFpaddle8 sector11 superlayer1 layer3  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 8 order manual 0 
sector11_superlayer1_layer3_paddle9  |         ahdc_mother  |ATOFpaddle9 sector11 superlayer1 layer3  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm      78.331819*mm      16.757934*mm      97.921618*mm      20.921875*mm      95.263547*mm      30.841934*mm      76.216313*mm      24.653113*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 3 paddle manual 9 order manual 0 
sector12_superlayer0_layer0_paddle10  |         ahdc_mother  |ATOFpaddle10 sector12 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      73.293943*mm      23.925716*mm      76.151028*mm      24.854037*mm      73.221840*mm      32.484834*mm      70.477443*mm      31.262948*mm      73.293943*mm      23.925716*mm      76.151028*mm      24.854037*mm      73.221840*mm      32.484834*mm      70.477443*mm      31.262948*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 12 superlayer manual 0 layer manual 0 paddle manual 10 order manual 0 
sector12_superlayer0_layer1_paddle10  |         ahdc_mother  |ATOFpaddle10 sector12 superlayer0 layer1  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      70.391513*mm      31.455951*mm      73.135911*mm      32.677834*mm      69.425133*mm      39.960646*mm      66.823492*mm      38.458586*mm      70.391513*mm      31.455951*mm      73.135911*mm      32.677834*mm      69.425133*mm      39.960646*mm      66.823492*mm      38.458586*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 12 superlayer manual 0 layer manual 1 paddle manual 10 order manual 0 
sector12_superlayer0_layer2_paddle10  |         ahdc_mother  |ATOFpaddle10 sector12 superlayer0 layer2  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      66.717858*mm      38.641549*mm      69.319501*mm      40.143606*mm      64.867790*mm      46.998639*mm      62.437409*mm      45.232862*mm      66.717858*mm      38.641549*mm      69.319501*mm      40.143606*mm      64.867790*mm      46.998639*mm      62.437409*mm      45.232862*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 12 superlayer manual 0 layer manual 2 paddle manual 10 order manual 0 
sector12_superlayer0_layer3_paddle10  |         ahdc_mother  |ATOFpaddle10 sector12 superlayer0 layer3  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      62.313229*mm      45.403782*mm      64.743612*mm      47.169556*mm      59.599742*mm      53.521706*mm      57.367249*mm      51.511558*mm      62.313229*mm      45.403782*mm      64.743612*mm      47.169556*mm      59.599742*mm      53.521706*mm      57.367249*mm      51.511558*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 12 superlayer manual 0 layer manual 3 paddle manual 10 order manual 0 
