aerogel_surface_roughness  |                 rough surface  |   dielectric_dielectric  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.3778*eV 1.3933*eV 1.4091*eV 1.4253*eV 1.4419*eV 1.4588*eV 1.4762*eV 1.4940*eV 1.5122*eV 1.5309*eV 1.5500*eV 1.5696*eV 1.5897*eV 1.6104*eV 1.6316*eV 1.6533*eV 1.6757*eV 1.6986*eV 1.7222*eV 1.7465*eV 1.7714*eV 1.7971*eV 1.8235*eV 1.8507*eV 1.8788*eV 1.9077*eV 1.9375*eV 1.9683*eV 2.0000*eV 2.0328*eV 2.0667*eV 2.1017*eV 2.1379*eV 2.1754*eV 2.2143*eV 2.2545*eV 2.2963*eV 2.3396*eV 2.3846*eV 2.4314*eV 2.4800*eV 2.5306*eV 2.5833*eV 2.6383*eV 2.6957*eV 2.7556*eV 2.8182*eV 2.8837*eV 2.9524*eV 3.0244*eV 3.1000*eV 3.1795*eV 3.2632*eV 3.3514*eV 3.4444*eV 3.5429*eV 3.6471*eV 3.7576*eV 3.8750*eV 4.0000*eV 4.1333*eV 4.2759*eV 4.4286*eV 4.5926*eV 4.7692*eV 4.9600*eV 5.1667*eV 5.3913*eV 5.6364*eV 5.9048*eV 6.2000*eV  | none | none | none | none | none | none |0.006 
rich_m1_mirror_spherical_4  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.79666 0.80126 0.80540 0.80913 0.81247 0.81547 0.81815 0.82055 0.82270 0.82461 0.82633 0.82787 0.82926 0.83051 0.83166 0.83270 0.83367 0.83458 0.83543 0.83625 0.83704 0.83780 0.83855 0.83929 0.84003 0.84076 0.84148 0.84220 0.84291 0.84360 0.84428 0.84492 0.84553 0.84609 0.84658 0.84700 0.84732 0.84753 0.84761 0.84754 0.84730 0.84685 0.84619 0.84527 0.84406 0.84255 0.84069 0.83845 0.83579 0.83269 0.82909 0.82496 0.82026 0.81494 0.80896  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m1_mirror_spherical_5  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.79666 0.80126 0.80540 0.80913 0.81247 0.81547 0.81815 0.82055 0.82270 0.82461 0.82633 0.82787 0.82926 0.83051 0.83166 0.83270 0.83367 0.83458 0.83543 0.83625 0.83704 0.83780 0.83855 0.83929 0.84003 0.84076 0.84148 0.84220 0.84291 0.84360 0.84428 0.84492 0.84553 0.84609 0.84658 0.84700 0.84732 0.84753 0.84761 0.84754 0.84730 0.84685 0.84619 0.84527 0.84406 0.84255 0.84069 0.83845 0.83579 0.83269 0.82909 0.82496 0.82026 0.81494 0.80896  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m1_mirror_spherical_6  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.79666 0.80126 0.80540 0.80913 0.81247 0.81547 0.81815 0.82055 0.82270 0.82461 0.82633 0.82787 0.82926 0.83051 0.83166 0.83270 0.83367 0.83458 0.83543 0.83625 0.83704 0.83780 0.83855 0.83929 0.84003 0.84076 0.84148 0.84220 0.84291 0.84360 0.84428 0.84492 0.84553 0.84609 0.84658 0.84700 0.84732 0.84753 0.84761 0.84754 0.84730 0.84685 0.84619 0.84527 0.84406 0.84255 0.84069 0.83845 0.83579 0.83269 0.82909 0.82496 0.82026 0.81494 0.80896  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m1_mirror_spherical_7  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.79666 0.80126 0.80540 0.80913 0.81247 0.81547 0.81815 0.82055 0.82270 0.82461 0.82633 0.82787 0.82926 0.83051 0.83166 0.83270 0.83367 0.83458 0.83543 0.83625 0.83704 0.83780 0.83855 0.83929 0.84003 0.84076 0.84148 0.84220 0.84291 0.84360 0.84428 0.84492 0.84553 0.84609 0.84658 0.84700 0.84732 0.84753 0.84761 0.84754 0.84730 0.84685 0.84619 0.84527 0.84406 0.84255 0.84069 0.83845 0.83579 0.83269 0.82909 0.82496 0.82026 0.81494 0.80896  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m1_mirror_spherical_8  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.79666 0.80126 0.80540 0.80913 0.81247 0.81547 0.81815 0.82055 0.82270 0.82461 0.82633 0.82787 0.82926 0.83051 0.83166 0.83270 0.83367 0.83458 0.83543 0.83625 0.83704 0.83780 0.83855 0.83929 0.84003 0.84076 0.84148 0.84220 0.84291 0.84360 0.84428 0.84492 0.84553 0.84609 0.84658 0.84700 0.84732 0.84753 0.84761 0.84754 0.84730 0.84685 0.84619 0.84527 0.84406 0.84255 0.84069 0.83845 0.83579 0.83269 0.82909 0.82496 0.82026 0.81494 0.80896  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m1_mirror_spherical_9  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.79666 0.80126 0.80540 0.80913 0.81247 0.81547 0.81815 0.82055 0.82270 0.82461 0.82633 0.82787 0.82926 0.83051 0.83166 0.83270 0.83367 0.83458 0.83543 0.83625 0.83704 0.83780 0.83855 0.83929 0.84003 0.84076 0.84148 0.84220 0.84291 0.84360 0.84428 0.84492 0.84553 0.84609 0.84658 0.84700 0.84732 0.84753 0.84761 0.84754 0.84730 0.84685 0.84619 0.84527 0.84406 0.84255 0.84069 0.83845 0.83579 0.83269 0.82909 0.82496 0.82026 0.81494 0.80896  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m1_mirror_spherical_10  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.79666 0.80126 0.80540 0.80913 0.81247 0.81547 0.81815 0.82055 0.82270 0.82461 0.82633 0.82787 0.82926 0.83051 0.83166 0.83270 0.83367 0.83458 0.83543 0.83625 0.83704 0.83780 0.83855 0.83929 0.84003 0.84076 0.84148 0.84220 0.84291 0.84360 0.84428 0.84492 0.84553 0.84609 0.84658 0.84700 0.84732 0.84753 0.84761 0.84754 0.84730 0.84685 0.84619 0.84527 0.84406 0.84255 0.84069 0.83845 0.83579 0.83269 0.82909 0.82496 0.82026 0.81494 0.80896  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
aerogel_surface_roughness  |                 rough surface  |   dielectric_dielectric  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.3778*eV 1.3933*eV 1.4091*eV 1.4253*eV 1.4419*eV 1.4588*eV 1.4762*eV 1.4940*eV 1.5122*eV 1.5309*eV 1.5500*eV 1.5696*eV 1.5897*eV 1.6104*eV 1.6316*eV 1.6533*eV 1.6757*eV 1.6986*eV 1.7222*eV 1.7465*eV 1.7714*eV 1.7971*eV 1.8235*eV 1.8507*eV 1.8788*eV 1.9077*eV 1.9375*eV 1.9683*eV 2.0000*eV 2.0328*eV 2.0667*eV 2.1017*eV 2.1379*eV 2.1754*eV 2.2143*eV 2.2545*eV 2.2963*eV 2.3396*eV 2.3846*eV 2.4314*eV 2.4800*eV 2.5306*eV 2.5833*eV 2.6383*eV 2.6957*eV 2.7556*eV 2.8182*eV 2.8837*eV 2.9524*eV 3.0244*eV 3.1000*eV 3.1795*eV 3.2632*eV 3.3514*eV 3.4444*eV 3.5429*eV 3.6471*eV 3.7576*eV 3.8750*eV 4.0000*eV 4.1333*eV 4.2759*eV 4.4286*eV 4.5926*eV 4.7692*eV 4.9600*eV 5.1667*eV 5.3913*eV 5.6364*eV 5.9048*eV 6.2000*eV  | none | none | none | none | none | none |0.006 
rich_m2_mirror_planar_comp_1  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.64891 0.65461 0.66019 0.66572 0.67125 0.67683 0.68250 0.68829 0.69425 0.70040 0.70675 0.71333 0.72014 0.72719 0.73447 0.74199 0.74972 0.75766 0.76577 0.77402 0.78239 0.79084 0.79931 0.80776 0.81614 0.82437 0.83239 0.84013 0.84751 0.85445 0.86085 0.86663 0.87168 0.87589 0.87915 0.88136 0.88237 0.88207 0.88032 0.87699 0.87192 0.86497 0.85598 0.84479 0.83123 0.81513 0.79632 0.77461 0.74980 0.72172 0.69015 0.65489 0.61573 0.57245 0.52483  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_planar_comp_2  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.63367 0.64066 0.64794 0.65548 0.66326 0.67128 0.67951 0.68794 0.69653 0.70527 0.71413 0.72309 0.73212 0.74120 0.75029 0.75937 0.76841 0.77737 0.78622 0.79494 0.80347 0.81179 0.81987 0.82765 0.83510 0.84218 0.84886 0.85507 0.86079 0.86596 0.87054 0.87449 0.87774 0.88026 0.88199 0.88288 0.88287 0.88192 0.87996 0.87694 0.87280 0.86748 0.86093 0.85307 0.84386 0.83321 0.82108 0.80739 0.79208 0.77508 0.75632 0.73572 0.71323 0.68875 0.66223  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_planar_comp_3  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.64989 0.65423 0.65855 0.66290 0.66731 0.67182 0.67648 0.68130 0.68632 0.69154 0.69700 0.70269 0.70862 0.71479 0.72120 0.72783 0.73469 0.74174 0.74896 0.75634 0.76382 0.77139 0.77899 0.78658 0.79411 0.80153 0.80876 0.81576 0.82244 0.82874 0.83457 0.83985 0.84449 0.84841 0.85149 0.85365 0.85476 0.85473 0.85342 0.85073 0.84653 0.84068 0.83305 0.82349 0.81188 0.79805 0.78185 0.76312 0.74170 0.71742 0.69010 0.65958 0.62567 0.58817 0.54691  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
rich_m2_mirror_planar_comp_4  |      rich mirror reflectivity  |        dielectric_metal  |              ground  |   unified  |              SkinSurface  |               notDefined  |1.56937*eV 1.58949*eV 1.61013*eV 1.63132*eV 1.65307*eV 1.67541*eV 1.69836*eV 1.72194*eV 1.74620*eV 1.77114*eV 1.79681*eV 1.82324*eV 1.85045*eV 1.87848*eV 1.90738*eV 1.93719*eV 1.96794*eV 1.99968*eV 2.03246*eV 2.06633*eV 2.10136*eV 2.13759*eV 2.17509*eV 2.21393*eV 2.25418*eV 2.29593*eV 2.33925*eV 2.38423*eV 2.43098*eV 2.47960*eV 2.53020*eV 2.58292*eV 2.63787*eV 2.69522*eV 2.75511*eV 2.81773*eV 2.88326*eV 2.95190*eV 3.02390*eV 3.09950*eV 3.17897*eV 3.26263*eV 3.35081*eV 3.44389*eV 3.54229*eV 3.64647*eV 3.75697*eV 3.87437*eV 3.99935*eV 4.13267*eV 4.27517*eV 4.42786*eV 4.59185*eV 4.76846*eV 4.95920*eV  | none |0.65735 0.66199 0.66732 0.67328 0.67983 0.68690 0.69444 0.70240 0.71073 0.71937 0.72828 0.73740 0.74669 0.75608 0.76553 0.77499 0.78442 0.79375 0.80295 0.81196 0.82074 0.82923 0.83740 0.84518 0.85255 0.85944 0.86582 0.87164 0.87685 0.88140 0.88526 0.88838 0.89072 0.89222 0.89286 0.89257 0.89134 0.88910 0.88582 0.88146 0.87597 0.86932 0.86147 0.85237 0.84198 0.83027 0.81720 0.80273 0.78682 0.76943 0.75052 0.73006 0.70802 0.68434 0.65901  | none |1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  |0.00025 
