              target  |                root  |              Target Container  |                                             0 0 0  |                                   0 0 0  | 22ff22   |            Polycone  |0.0*deg 360*deg 4*counts 0.0*mm 0.0*mm 0.0*mm 0.0*mm 56*mm 56*mm 26*mm 26*mm -116*mm 260*mm 290*mm 391*mm  |         G4_Galactic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal24_11  |          ddvcs_ecal  |       ft crystal (h:24, v:11)  |32.9335428756732*mm -168.566457124327*mm 689.847065093106*mm  |-13.7314871227321*deg -2.7332739643013*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 11 
     ddvcs_ecal24_12  |          ddvcs_ecal  |       ft crystal (h:24, v:12)  |32.9335428756732*mm -153.066457124327*mm 696.264110423248*mm  |-12.3987837718483*deg -2.70812070558019*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 12 
     ddvcs_ecal24_13  |          ddvcs_ecal  |       ft crystal (h:24, v:13)  |32.9335428756732*mm -137.566457124327*mm 702.652195522198*mm  |-11.077466467446*deg -2.68353627857224*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 13 
     ddvcs_ecal24_14  |          ddvcs_ecal  |       ft crystal (h:24, v:14)  |32.9335428756732*mm -122.066457124327*mm 709.000932244209*mm  |-9.76876765294872*deg -2.6595412551309*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 14 
     ddvcs_ecal24_15  |          ddvcs_ecal  |       ft crystal (h:24, v:15)  |32.9335428756732*mm -106.566457124327*mm 715.294419148233*mm  |-8.47383792086319*deg -2.6361745519699*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 15 
     ddvcs_ecal24_28  |          ddvcs_ecal  |       ft crystal (h:24, v:28)  |32.9335428756732*mm 94.9335428756732*mm 719.966650069453*mm  |7.5116656927888*deg -2.61909096895431*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 28 
     ddvcs_ecal24_29  |          ddvcs_ecal  |       ft crystal (h:24, v:29)  |32.9335428756732*mm 110.433542875673*mm 713.730606752339*mm  |8.7955605514733*deg -2.64194234157316*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 29 
     ddvcs_ecal24_30  |          ddvcs_ecal  |       ft crystal (h:24, v:30)  |32.9335428756732*mm 125.933542875673*mm 707.421419256274*mm  |10.0940284339695*deg -2.66547085856612*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 30 
     ddvcs_ecal24_31  |          ddvcs_ecal  |       ft crystal (h:24, v:31)  |32.9335428756732*mm 141.433542875673*mm 701.061642032084*mm  |11.40598648748*deg -2.68961569761959*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 31 
     ddvcs_ecal24_32  |          ddvcs_ecal  |       ft crystal (h:24, v:32)  |32.9335428756732*mm 156.933542875673*mm 694.665516769771*mm  |12.7302628827767*deg -2.71434343802842*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 32 
     ddvcs_ecal24_33  |          ddvcs_ecal  |       ft crystal (h:24, v:33)  |32.9335428756732*mm 172.433542875673*mm 688.242443857862*mm  |14.0656060438515*deg -2.73963683159239*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 33 
     ddvcs_ecal24_34  |          ddvcs_ecal  |       ft crystal (h:24, v:34)  |32.9335428756732*mm 187.933542875673*mm 681.798862783006*mm  |15.4106925950343*deg -2.76548873136902*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 34 
     ddvcs_ecal24_35  |          ddvcs_ecal  |       ft crystal (h:24, v:35)  |32.9335428756732*mm 203.433542875673*mm 675.339325308752*mm  |16.7641352847252*deg -2.79189863793065*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 35 
     ddvcs_ecal24_36  |          ddvcs_ecal  |       ft crystal (h:24, v:36)  |32.9335428756732*mm 218.933542875673*mm 668.867136155014*mm  |18.1244913654604*deg -2.81887064874924*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 36 
     ddvcs_ecal24_37  |          ddvcs_ecal  |       ft crystal (h:24, v:37)  |32.9335428756732*mm 234.433542875673*mm 662.384750640403*mm  |19.490271584096*deg -2.84641219676691*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 37 
     ddvcs_ecal24_38  |          ddvcs_ecal  |       ft crystal (h:24, v:38)  |32.9335428756732*mm 249.933542875673*mm 655.894029955896*mm  |20.859949782564*deg -2.87453325199625*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 38 
     ddvcs_ecal24_39  |          ddvcs_ecal  |       ft crystal (h:24, v:39)  |32.9335428756732*mm 265.433542875673*mm 649.39640995004*mm  |22.231973028679*deg -2.90324580516043*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 39 
     ddvcs_ecal24_40  |          ddvcs_ecal  |       ft crystal (h:24, v:40)  |32.9335428756732*mm 280.933542875673*mm 642.893015663985*mm  |23.6047721495269*deg -2.93256352901401*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 40 
     ddvcs_ecal24_41  |          ddvcs_ecal  |       ft crystal (h:24, v:41)  |32.9335428756732*mm 296.433542875673*mm 636.384740860837*mm  |24.9767725116111*deg -2.96250155510783*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 41 
     ddvcs_ecal24_42  |          ddvcs_ecal  |       ft crystal (h:24, v:42)  |32.9335428756732*mm 311.933542875673*mm 629.872304391071*mm  |26.3464048756545*deg -2.99307632776403*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 42 
     ddvcs_ecal24_43  |          ddvcs_ecal  |       ft crystal (h:24, v:43)  |32.9335428756732*mm 327.433542875673*mm 623.356290880777*mm  |27.712116146861*deg -3.02430551115307*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 24 iv manual 43 
      ddvcs_ecal25_1  |          ddvcs_ecal  |        ft crystal (h:25, v:1)  |48.4335428756732*mm -323.566457124327*mm 624.165307833342*mm  |-27.4024475989851*deg -4.43715241097223*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 25 iv manual 1 
      ddvcs_ecal25_2  |          ddvcs_ecal  |        ft crystal (h:25, v:2)  |48.4335428756732*mm -308.066457124327*mm 630.640084522951*mm  |-26.0356899425945*deg -4.39177534768519*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 25 iv manual 2 
      ddvcs_ecal25_3  |          ddvcs_ecal  |        ft crystal (h:25, v:3)  |48.4335428756732*mm -292.566457124327*mm 637.106988902428*mm  |-24.6653581565115*deg -4.347368744109*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 25 iv manual 3 
      ddvcs_ecal25_4  |          ddvcs_ecal  |        ft crystal (h:25, v:4)  |48.4335428756732*mm -277.066457124327*mm 643.564736105186*mm  |-23.2930091535221*deg -4.30391050508036*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 25 iv manual 4 
      ddvcs_ecal25_5  |          ddvcs_ecal  |        ft crystal (h:25, v:5)  |48.4335428756732*mm -261.566457124327*mm 650.011748082756*mm  |-21.9202133418186*deg -4.26138105383154*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 25 iv manual 5 
      ddvcs_ecal25_6  |          ddvcs_ecal  |        ft crystal (h:25, v:6)  |48.4335428756732*mm -246.066457124327*mm 656.446065789733*mm  |-20.5485437502724*deg -4.21976369446253*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 25 iv manual 6 
      ddvcs_ecal25_7  |          ddvcs_ecal  |        ft crystal (h:25, v:7)  |48.4335428756732*mm -230.566457124327*mm 662.865228177811*mm  |-19.1795650511016*deg -4.17904513554415*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 25 iv manual 7 
      ddvcs_ecal25_8  |          ddvcs_ecal  |        ft crystal (h:25, v:8)  |48.4335428756732*mm -215.066457124327*mm 669.266102592069*mm  |-17.8148226366695*deg -4.13921624793309*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 25 iv manual 8 
      ddvcs_ecal25_9  |          ddvcs_ecal  |        ft crystal (h:25, v:9)  |48.4335428756732*mm -199.566457124327*mm 675.644642554711*mm  |-16.4558318838817*deg -4.1002731708495*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 25 iv manual 9 
     ddvcs_ecal25_10  |          ddvcs_ecal  |       ft crystal (h:25, v:10)  |48.4335428756732*mm -184.066457124327*mm 681.995534618945*mm  |-15.1040676956326*deg -4.06221894832965*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 10 
     ddvcs_ecal25_11  |          ddvcs_ecal  |       ft crystal (h:25, v:11)  |48.4335428756732*mm -168.566457124327*mm 688.31167158545*mm  |-13.7609543304395*deg -4.02506599422299*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 11 
     ddvcs_ecal25_12  |          ddvcs_ecal  |       ft crystal (h:25, v:12)  |48.4335428756732*mm -153.066457124327*mm 694.58334661687*mm  |-12.4278553902792*deg -3.9888398873468*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 12 
     ddvcs_ecal25_13  |          ddvcs_ecal  |       ft crystal (h:25, v:13)  |48.4335428756732*mm -137.566457124327*mm 700.79698565353*mm  |-11.1060635699716*deg -3.95358536541781*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 13 
     ddvcs_ecal25_14  |          ddvcs_ecal  |       ft crystal (h:25, v:14)  |48.4335428756732*mm -122.066457124327*mm 706.933092385649*mm  |-9.79678923554491*deg -3.91937606751326*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 14 
     ddvcs_ecal25_15  |          ddvcs_ecal  |       ft crystal (h:25, v:15)  |48.4335428756732*mm -106.566457124327*mm 712.962807627112*mm  |-8.50114575011689*deg -3.88633087107536*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 15 
     ddvcs_ecal25_16  |          ddvcs_ecal  |       ft crystal (h:25, v:16)  |48.4335428756732*mm -91.0664571243268*mm 718.841958825215*mm  |-7.22012684576197*deg -3.85464217319071*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 16 
     ddvcs_ecal25_28  |          ddvcs_ecal  |       ft crystal (h:25, v:28)  |48.4335428756732*mm 94.9335428756732*mm 717.392515619*mm  |7.53830949291769*deg -3.86240666902598*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 28 
     ddvcs_ecal25_29  |          ddvcs_ecal  |       ft crystal (h:25, v:29)  |48.4335428756732*mm 110.433542875673*mm 711.470492511859*mm  |8.82306230062063*deg -3.89445742401213*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 29 
     ddvcs_ecal25_30  |          ddvcs_ecal  |       ft crystal (h:25, v:30)  |48.4335428756732*mm 125.933542875673*mm 705.410830253441*mm  |10.1222047452498*deg -3.9278075557272*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 30 
     ddvcs_ecal25_31  |          ddvcs_ecal  |       ft crystal (h:25, v:31)  |48.4335428756732*mm 141.433542875673*mm 699.253120169407*mm  |11.4347103786285*deg -3.96228662615098*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 31 
     ddvcs_ecal25_32  |          ddvcs_ecal  |       ft crystal (h:25, v:32)  |48.4335428756732*mm 156.933542875673*mm 693.023452649926*mm  |12.7594399477909*deg -3.99778910084516*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 32 
     ddvcs_ecal25_33  |          ddvcs_ecal  |       ft crystal (h:25, v:33)  |48.4335428756732*mm 172.433542875673*mm 686.739592296986*mm  |14.0951613518924*deg -4.03424975744152*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 33 
     ddvcs_ecal25_34  |          ddvcs_ecal  |       ft crystal (h:25, v:34)  |48.4335428756732*mm 187.933542875673*mm 680.413994137038*mm  |15.4405632053921*deg -4.07162936847808*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 34 
     ddvcs_ecal25_35  |          ddvcs_ecal  |       ft crystal (h:25, v:35)  |48.4335428756732*mm 203.433542875673*mm 674.055619895854*mm  |16.7942658331948*deg -4.10990609538292*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 35 
     ddvcs_ecal25_36  |          ddvcs_ecal  |       ft crystal (h:25, v:36)  |48.4335428756732*mm 218.933542875673*mm 667.671067044513*mm  |18.1548314021179*deg -4.149070154195*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 36 
     ddvcs_ecal25_37  |          ddvcs_ecal  |       ft crystal (h:25, v:37)  |48.4335428756732*mm 234.433542875673*mm 661.265291771294*mm  |19.5207739488538*deg -4.18912041544179*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 37 
     ddvcs_ecal25_38  |          ddvcs_ecal  |       ft crystal (h:25, v:38)  |48.4335428756732*mm 249.933542875673*mm 654.842084663844*mm  |20.8905696170529*deg -4.23006218285799*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 38 
     ddvcs_ecal25_39  |          ddvcs_ecal  |       ft crystal (h:25, v:39)  |48.4335428756732*mm 265.433542875673*mm 648.404391490738*mm  |22.2626671898708*deg -4.27190571154643*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 39 
     ddvcs_ecal25_40  |          ddvcs_ecal  |       ft crystal (h:25, v:40)  |48.4335428756732*mm 280.933542875673*mm 641.954534400856*mm  |23.635498882913*deg -4.3146652025712*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 40 
     ddvcs_ecal25_41  |          ddvcs_ecal  |       ft crystal (h:25, v:41)  |48.4335428756732*mm 296.433542875673*mm 635.494367563597*mm  |25.0074912946311*deg -4.35835811230516*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 41 
     ddvcs_ecal25_42  |          ddvcs_ecal  |       ft crystal (h:25, v:42)  |48.4335428756732*mm 311.933542875673*mm 629.025388701957*mm  |26.3770763732946*deg -4.40300467467761*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 42 
     ddvcs_ecal25_43  |          ddvcs_ecal  |       ft crystal (h:25, v:43)  |48.4335428756732*mm 327.433542875673*mm 622.548820357516*mm  |27.742702240359*deg -4.44862757070481*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 25 iv manual 43 
      ddvcs_ecal26_1  |          ddvcs_ecal  |        ft crystal (h:26, v:1)  |63.9335428756732*mm -323.566457124327*mm 623.044957852562*mm  |-27.444528808614*deg -5.85894071023394*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 26 iv manual 1 
      ddvcs_ecal26_2  |          ddvcs_ecal  |        ft crystal (h:26, v:2)  |63.9335428756732*mm -308.066457124327*mm 629.465168484715*mm  |-26.0778525224445*deg -5.79959203929257*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 26 iv manual 2 
      ddvcs_ecal26_3  |          ddvcs_ecal  |        ft crystal (h:26, v:3)  |63.9335428756732*mm -292.566457124327*mm 635.872023541779*mm  |-24.7075451178682*deg -5.74154946438758*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 26 iv manual 3 
      ddvcs_ecal26_4  |          ddvcs_ecal  |        ft crystal (h:26, v:4)  |63.9335428756732*mm -277.066457124327*mm 642.263386834902*mm  |-23.3351610136019*deg -5.68478960482137*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 26 iv manual 4 
      ddvcs_ecal26_5  |          ddvcs_ecal  |        ft crystal (h:26, v:5)  |63.9335428756732*mm -261.566457124327*mm 648.636648042192*mm  |-21.9622679172848*deg -5.62929350435726*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 26 iv manual 5 
      ddvcs_ecal26_6  |          ddvcs_ecal  |        ft crystal (h:26, v:6)  |63.9335428756732*mm -246.066457124327*mm 654.988585826636*mm  |-20.5904357622024*deg -5.57504741763517*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 26 iv manual 6 
      ddvcs_ecal26_7  |          ddvcs_ecal  |        ft crystal (h:26, v:7)  |63.9335428756732*mm -230.566457124327*mm 661.315181656813*mm  |-19.2212254514595*deg -5.52204390950305*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 26 iv manual 7 
      ddvcs_ecal26_8  |          ddvcs_ecal  |        ft crystal (h:26, v:8)  |63.9335428756732*mm -215.066457124327*mm 667.611362849174*mm  |-17.8561775226829*deg -5.47028340156184*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 26 iv manual 8 
