              target  |                root  |              Target Container  |                                             0 0 0  |                                   0 0 0  | 22ff22   |            Polycone  |0.0*deg 360*deg 4*counts 0.0*mm 0.0*mm 0.0*mm 0.0*mm 56*mm 56*mm 26*mm 26*mm -116*mm 260*mm 290*mm 391*mm  |         G4_Galactic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal12_22  |          ddvcs_ecal  |       ft crystal (h:12, v:22)  |-153.066457124327*mm 1.9335428756732*mm 697.739317835906*mm  |0.158776653922825*deg 12.3733776974081*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 22 
     ddvcs_ecal12_23  |          ddvcs_ecal  |       ft crystal (h:12, v:23)  |-153.066457124327*mm 17.4335428756732*mm 697.326259789462*mm  |1.43214279694192*deg 12.38048106057*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 23 
     ddvcs_ecal12_24  |          ddvcs_ecal  |       ft crystal (h:12, v:24)  |-153.066457124327*mm 32.9335428756732*mm 696.264110423248*mm  |2.70812070558019*deg 12.3987837718483*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 24 
     ddvcs_ecal12_25  |          ddvcs_ecal  |       ft crystal (h:12, v:25)  |-153.066457124327*mm 48.4335428756732*mm 694.58334661687*mm  |3.9888398873468*deg 12.4278553902792*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 25 
     ddvcs_ecal12_26  |          ddvcs_ecal  |       ft crystal (h:12, v:26)  |-153.066457124327*mm 63.9335428756732*mm 692.328448591636*mm  |5.27610905869929*deg 12.4670690310685*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 26 
     ddvcs_ecal12_27  |          ddvcs_ecal  |       ft crystal (h:12, v:27)  |-153.066457124327*mm 79.4335428756732*mm 689.552687915219*mm  |6.57133402840482*deg 12.5156763849294*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 27 
     ddvcs_ecal12_28  |          ddvcs_ecal  |       ft crystal (h:12, v:28)  |-153.066457124327*mm 94.9335428756732*mm 686.31302433759*mm  |7.87548726347074*deg 12.5728810875882*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 28 
     ddvcs_ecal12_29  |          ddvcs_ecal  |       ft crystal (h:12, v:29)  |-153.066457124327*mm 110.433542875673*mm 682.66596112539*mm  |9.18911843262685*deg 12.6378981967616*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 29 
     ddvcs_ecal12_30  |          ddvcs_ecal  |       ft crystal (h:12, v:30)  |-153.066457124327*mm 125.933542875673*mm 678.664693180156*mm  |10.5123907804436*deg 12.7099949834953*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 30 
     ddvcs_ecal12_31  |          ddvcs_ecal  |       ft crystal (h:12, v:31)  |-153.066457124327*mm 141.433542875673*mm 674.357482065884*mm  |11.845129591073*deg 12.7885140214851*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 31 
     ddvcs_ecal12_32  |          ddvcs_ecal  |       ft crystal (h:12, v:32)  |-153.066457124327*mm 156.933542875673*mm 669.786989042235*mm  |13.1868730678203*deg 12.8728824815549*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 32 
     ddvcs_ecal12_33  |          ddvcs_ecal  |       ft crystal (h:12, v:33)  |-153.066457124327*mm 172.433542875673*mm 664.990254484042*mm  |14.5369201508074*deg 12.9626121449552*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 33 
     ddvcs_ecal12_34  |          ddvcs_ecal  |       ft crystal (h:12, v:34)  |-153.066457124327*mm 187.933542875673*mm 659.999056644437*mm  |15.8943729398165*deg 13.0572939964262*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 34 
     ddvcs_ecal12_35  |          ddvcs_ecal  |       ft crystal (h:12, v:35)  |-153.066457124327*mm 203.433542875673*mm 654.84045558368*mm  |17.2581733042021*deg 13.1565901995287*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 35 
     ddvcs_ecal12_36  |          ddvcs_ecal  |       ft crystal (h:12, v:36)  |-153.066457124327*mm 218.933542875673*mm 649.537396808722*mm  |18.6271342161528*deg 13.2602252608586*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 36 
     ddvcs_ecal12_37  |          ddvcs_ecal  |       ft crystal (h:12, v:37)  |-153.066457124327*mm 234.433542875673*mm 644.109301820246*mm  |19.999966689178*deg 13.3679774280284*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 37 
     ddvcs_ecal12_38  |          ddvcs_ecal  |       ft crystal (h:12, v:38)  |-153.066457124327*mm 249.933542875673*mm 638.572608463615*mm  |21.3753032210612*deg 13.4796708506742*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 38 
     ddvcs_ecal12_39  |          ddvcs_ecal  |       ft crystal (h:12, v:39)  |-153.066457124327*mm 265.433542875673*mm 632.941246097841*mm  |22.7517185109264*deg 13.5951687149461*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 39 
     ddvcs_ecal12_40  |          ddvcs_ecal  |       ft crystal (h:12, v:40)  |-153.066457124327*mm 280.933542875673*mm 627.227043211338*mm  |24.1277480452887*deg 13.7143673806638*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 40 
     ddvcs_ecal12_41  |          ddvcs_ecal  |       ft crystal (h:12, v:41)  |-153.066457124327*mm 296.433542875673*mm 621.440071632964*mm  |25.5019049782294*deg 13.8371914571075*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 12 iv manual 41 
      ddvcs_ecal13_3  |          ddvcs_ecal  |        ft crystal (h:13, v:3)  |-137.566457124327*mm -292.566457124327*mm 625.803484300113*mm  |-25.0565993338362*deg 12.3979138418136*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 13 iv manual 3 
      ddvcs_ecal13_4  |          ddvcs_ecal  |        ft crystal (h:13, v:4)  |-137.566457124327*mm -277.066457124327*mm 631.701671732656*mm  |-23.6826625235355*deg 12.2856862174547*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 13 iv manual 4 
      ddvcs_ecal13_5  |          ddvcs_ecal  |        ft crystal (h:13, v:5)  |-137.566457124327*mm -261.566457124327*mm 637.534823514826*mm  |-22.3074914591671*deg 12.1766467270363*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 13 iv manual 5 
      ddvcs_ecal13_6  |          ddvcs_ecal  |        ft crystal (h:13, v:6)  |-137.566457124327*mm -246.066457124327*mm 643.293386664611*mm  |-20.9325935453513*deg 12.0708556568703*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 13 iv manual 6 
      ddvcs_ecal13_7  |          ddvcs_ecal  |        ft crystal (h:13, v:7)  |-137.566457124327*mm -230.566457124327*mm 648.96600422422*mm  |-19.5594539649672*deg 11.968399530824*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 13 iv manual 7 
      ddvcs_ecal13_8  |          ddvcs_ecal  |        ft crystal (h:13, v:8)  |-137.566457124327*mm -215.066457124327*mm 654.53911928334*mm  |-18.1895194720404*deg 11.8693962374739*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 13 iv manual 8 
      ddvcs_ecal13_9  |          ddvcs_ecal  |        ft crystal (h:13, v:9)  |-137.566457124327*mm -199.566457124327*mm 659.996490013836*mm  |-16.8241805441716*deg 11.7740013426477*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 13 iv manual 9 
     ddvcs_ecal13_10  |          ddvcs_ecal  |       ft crystal (h:13, v:10)  |-137.566457124327*mm -184.066457124327*mm 665.318601505885*mm  |-15.4647513706249*deg 11.6824157775487*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 10 
     ddvcs_ecal13_11  |          ddvcs_ecal  |       ft crystal (h:13, v:11)  |-137.566457124327*mm -168.566457124327*mm 670.48196428868*mm  |-14.1124468981515*deg 11.5948950403704*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 11 
     ddvcs_ecal13_12  |          ddvcs_ecal  |       ft crystal (h:13, v:12)  |-137.566457124327*mm -153.066457124327*mm 675.458300660018*mm  |-12.7683558494973*deg 11.5117599036395*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 12 
     ddvcs_ecal13_13  |          ddvcs_ecal  |       ft crystal (h:13, v:13)  |-137.566457124327*mm -137.566457124327*mm 680.213644021519*mm  |-11.4334083059036*deg 11.4334083059036*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 13 
     ddvcs_ecal13_14  |          ddvcs_ecal  |       ft crystal (h:13, v:14)  |-137.566457124327*mm -122.066457124327*mm 684.707421692328*mm  |-10.1083362076654*deg 11.3603275148439*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 14 
     ddvcs_ecal13_15  |          ddvcs_ecal  |       ft crystal (h:13, v:15)  |-137.566457124327*mm -106.566457124327*mm 688.891668439834*mm  |-8.79362520440914*deg 11.2931046440608*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 15 
     ddvcs_ecal13_16  |          ddvcs_ecal  |       ft crystal (h:13, v:16)  |-137.566457124327*mm -91.0664571243268*mm 692.710633982306*mm  |-7.4894571095159*deg 11.2324320849099*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 16 
     ddvcs_ecal13_17  |          ddvcs_ecal  |       ft crystal (h:13, v:17)  |-137.566457124327*mm -75.5664571243268*mm 696.101196096933*mm  |-6.1956444558654*deg 11.1791024665442*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 17 
     ddvcs_ecal13_18  |          ddvcs_ecal  |       ft crystal (h:13, v:18)  |-137.566457124327*mm -60.0664571243268*mm 698.994626990529*mm  |-4.91156309015793*deg 11.133985965887*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 18 
     ddvcs_ecal13_19  |          ddvcs_ecal  |       ft crystal (h:13, v:19)  |-137.566457124327*mm -44.5664571243268*mm 701.320274052494*mm  |-3.63609565923083*deg 11.0979825977111*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 19 
     ddvcs_ecal13_20  |          ddvcs_ecal  |       ft crystal (h:13, v:20)  |-137.566457124327*mm -29.0664571243268*mm 703.011433378723*mm  |-2.36760675731736*deg 11.0719458000005*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 20 
     ddvcs_ecal13_21  |          ddvcs_ecal  |       ft crystal (h:13, v:21)  |-137.566457124327*mm -13.5664571243268*mm 704.012976524073*mm  |-1.10397485214987*deg 11.056583018207*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 21 
     ddvcs_ecal13_22  |          ddvcs_ecal  |       ft crystal (h:13, v:22)  |-137.566457124327*mm 1.9335428756732*mm 704.289255746*mm  |0.157300027712548*deg 11.0523525466593*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 22 
     ddvcs_ecal13_23  |          ddvcs_ecal  |       ft crystal (h:13, v:23)  |-137.566457124327*mm 17.4335428756732*mm 703.830012463373*mm  |1.4189144933398*deg 11.0593863803767*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 23 
     ddvcs_ecal13_24  |          ddvcs_ecal  |       ft crystal (h:13, v:24)  |-137.566457124327*mm 32.9335428756732*mm 702.652195522198*mm  |2.68353627857224*deg 11.077466467446*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 24 
     ddvcs_ecal13_25  |          ddvcs_ecal  |       ft crystal (h:13, v:25)  |-137.566457124327*mm 48.4335428756732*mm 700.79698565353*mm  |3.95358536541781*deg 11.1060635699716*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 25 
     ddvcs_ecal13_26  |          ddvcs_ecal  |       ft crystal (h:13, v:26)  |-137.566457124327*mm 63.9335428756732*mm 698.323163512658*mm  |5.23106895088248*deg 11.1444238493221*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 26 
     ddvcs_ecal13_27  |          ddvcs_ecal  |       ft crystal (h:13, v:27)  |-137.566457124327*mm 79.4335428756732*mm 695.299080633884*mm  |6.51749354608828*deg 11.191673617416*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 27 
     ddvcs_ecal13_28  |          ddvcs_ecal  |       ft crystal (h:13, v:28)  |-137.566457124327*mm 94.9335428756732*mm 691.795374168351*mm  |7.81384947445925*deg 11.2469142648283*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 28 
     ddvcs_ecal13_29  |          ddvcs_ecal  |       ft crystal (h:13, v:29)  |-137.566457124327*mm 110.433542875673*mm 687.87963500637*mm  |9.12064592903685*deg 11.309291580434*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 29 
     ddvcs_ecal13_30  |          ddvcs_ecal  |       ft crystal (h:13, v:30)  |-137.566457124327*mm 125.933542875673*mm 683.6132485545*mm  |10.4379718528653*deg 11.378036641083*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 30 
     ddvcs_ecal13_31  |          ddvcs_ecal  |       ft crystal (h:13, v:31)  |-137.566457124327*mm 141.433542875673*mm 679.050021577045*mm  |11.7655637514075*deg 11.4524833688148*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 31 
     ddvcs_ecal13_32  |          ddvcs_ecal  |       ft crystal (h:13, v:32)  |-137.566457124327*mm 156.933542875673*mm 674.236017019876*mm  |13.1028695051449*deg 11.5320703433755*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 32 
     ddvcs_ecal13_33  |          ddvcs_ecal  |       ft crystal (h:13, v:33)  |-137.566457124327*mm 172.433542875673*mm 669.210077230285*mm  |14.4491035918879*deg 11.6163336776666*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 33 
     ddvcs_ecal13_34  |          ddvcs_ecal  |       ft crystal (h:13, v:34)  |-137.566457124327*mm 187.933542875673*mm 664.00466246989*mm  |15.8032929582363*deg 11.7048958366957*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 34 
     ddvcs_ecal13_35  |          ddvcs_ecal  |       ft crystal (h:13, v:35)  |-137.566457124327*mm 203.433542875673*mm 658.646774136291*mm  |17.1643145937366*deg 11.7974534101472*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 35 
     ddvcs_ecal13_36  |          ddvcs_ecal  |       ft crystal (h:13, v:36)  |-137.566457124327*mm 218.933542875673*mm 653.158838100192*mm  |18.5309264442731*deg 11.8937654597513*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 36 
     ddvcs_ecal13_37  |          ddvcs_ecal  |       ft crystal (h:13, v:37)  |-137.566457124327*mm 234.433542875673*mm 647.559491517731*mm  |19.9017932691639*deg 11.9936431735154*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 37 
     ddvcs_ecal13_38  |          ddvcs_ecal  |       ft crystal (h:13, v:38)  |-137.566457124327*mm 249.933542875673*mm 641.864255539457*mm  |21.2755087723854*deg 12.0969410488374*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 38 
     ddvcs_ecal13_39  |          ddvcs_ecal  |       ft crystal (h:13, v:39)  |-137.566457124327*mm 265.433542875673*mm 636.08609653179*mm  |22.6506150125977*deg 12.2035495636812*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 39 
     ddvcs_ecal13_40  |          ddvcs_ecal  |       ft crystal (h:13, v:40)  |-137.566457124327*mm 280.933542875673*mm 630.235887450457*mm  |24.0256198009804*deg 12.3133891783205*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 40 
     ddvcs_ecal13_41  |          ddvcs_ecal  |       ft crystal (h:13, v:41)  |-137.566457124327*mm 296.433542875673*mm 624.322783927933*mm  |25.3990125566961*deg 12.4264054731343*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 13 iv manual 41 
      ddvcs_ecal14_2  |          ddvcs_ecal  |        ft crystal (h:14, v:2)  |-122.066457124327*mm -308.066457124327*mm 622.391461690394*mm  |-26.3344033285441*deg 11.0964016706177*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 14 iv manual 2 
      ddvcs_ecal14_3  |          ddvcs_ecal  |        ft crystal (h:14, v:3)  |-122.066457124327*mm -292.566457124327*mm 628.459609675842*mm  |-24.9636242651334*deg 10.9918811247478*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 14 iv manual 3 
