              target  |                root  |              Target Container  |                                             0 0 0  |                                   0 0 0  | 22ff22   |            Polycone  |0.0*deg 360*deg 4*counts 0.0*mm 0.0*mm 0.0*mm 0.0*mm 56*mm 56*mm 26*mm 26*mm -116*mm 260*mm 290*mm 391*mm  |         G4_Galactic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal16_18  |          ddvcs_ecal  |       ft crystal (h:16, v:18)  |           -100.75*mm -69.75*mm 710.64612712721*mm  |-5.6056911765659*deg 8.0692682810403*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 18 
     ddvcs_ecal16_19  |          ddvcs_ecal  |       ft crystal (h:16, v:19)  |          -100.75*mm -54.25*mm 714.073900055551*mm  |-4.3446045693069*deg 8.03103987324945*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 19 
     ddvcs_ecal16_20  |          ddvcs_ecal  |       ft crystal (h:16, v:20)  |          -100.75*mm -38.75*mm 716.813441170057*mm  |-3.09435541810703*deg 8.00074476222784*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 20 
     ddvcs_ecal16_21  |          ddvcs_ecal  |       ft crystal (h:16, v:21)  |          -100.75*mm -23.25*mm 718.735115324601*mm  |-1.85280546498426*deg 7.97962915558483*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 21 
     ddvcs_ecal16_22  |          ddvcs_ecal  |       ft crystal (h:16, v:22)  |           -100.75*mm -7.75*mm 719.728368128956*mm  |-0.616940731055227*deg 7.96875851507438*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 22 
     ddvcs_ecal16_23  |          ddvcs_ecal  |       ft crystal (h:16, v:23)  |            -100.75*mm 7.75*mm 719.728368128956*mm  |0.616940731055227*deg 7.96875851507438*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 23 
     ddvcs_ecal16_24  |          ddvcs_ecal  |       ft crystal (h:16, v:24)  |           -100.75*mm 23.25*mm 718.735115324601*mm  |1.85280546498426*deg 7.97962915558483*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 24 
     ddvcs_ecal16_25  |          ddvcs_ecal  |       ft crystal (h:16, v:25)  |           -100.75*mm 38.75*mm 716.813441170057*mm  |3.09435541810703*deg 8.00074476222784*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 25 
     ddvcs_ecal16_26  |          ddvcs_ecal  |       ft crystal (h:16, v:26)  |           -100.75*mm 54.25*mm 714.073900055551*mm  |4.3446045693069*deg 8.03103987324945*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 26 
     ddvcs_ecal16_27  |          ddvcs_ecal  |       ft crystal (h:16, v:27)  |            -100.75*mm 69.75*mm 710.64612712721*mm  |5.6056911765659*deg 8.0692682810403*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 27 
     ddvcs_ecal16_28  |          ddvcs_ecal  |       ft crystal (h:16, v:28)  |           -100.75*mm 85.25*mm 706.656867182133*mm  |6.87890426058272*deg 8.11421641540881*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 28 
     ddvcs_ecal16_29  |          ddvcs_ecal  |       ft crystal (h:16, v:29)  |           -100.75*mm 100.75*mm 702.21761315354*mm  |8.16482308050395*deg 8.16482308050395*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 29 
     ddvcs_ecal16_30  |          ddvcs_ecal  |       ft crystal (h:16, v:30)  |          -100.75*mm 116.25*mm 697.420481373668*mm  |9.46347993452955*deg 8.22021902296409*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 30 
     ddvcs_ecal16_31  |          ddvcs_ecal  |       ft crystal (h:16, v:31)  |          -100.75*mm 131.75*mm 692.338911674115*mm  |10.7745006978443*deg 8.27971962216827*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 16 iv manual 31 
     ddvcs_ecal17_13  |          ddvcs_ecal  |       ft crystal (h:17, v:13)  |          -85.25*mm -147.25*mm 690.525846348712*mm  |-12.0377653827946*deg 7.03800537633232*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 13 
     ddvcs_ecal17_14  |          ddvcs_ecal  |       ft crystal (h:17, v:14)  |          -85.25*mm -131.75*mm 696.113575827935*mm  |-10.7174329944183*deg 6.98207088601319*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 14 
     ddvcs_ecal17_15  |          ddvcs_ecal  |       ft crystal (h:17, v:15)  |          -85.25*mm -116.25*mm 701.509178000864*mm  |-9.40931186668024*deg 6.92889287202127*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 15 
     ddvcs_ecal17_16  |          ddvcs_ecal  |       ft crystal (h:17, v:16)  |          -85.25*mm -100.75*mm 706.656867182133*mm  |-8.11421641540881*deg 6.87890426058272*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 16 
     ddvcs_ecal17_17  |          ddvcs_ecal  |       ft crystal (h:17, v:17)  |           -85.25*mm -85.25*mm 711.481446454897*mm  |-6.83270064543169*deg 6.83270064543169*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 17 
     ddvcs_ecal17_18  |          ddvcs_ecal  |       ft crystal (h:17, v:18)  |           -85.25*mm -69.75*mm 715.882343385643*mm  |-5.56494748295918*deg 6.79109000371472*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 18 
     ddvcs_ecal17_19  |          ddvcs_ecal  |       ft crystal (h:17, v:19)  |           -85.25*mm -54.25*mm 719.728368128956*mm  |-4.31060081032253*deg 6.75513657776577*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 19 
     ddvcs_ecal17_26  |          ddvcs_ecal  |       ft crystal (h:17, v:26)  |            -85.25*mm 54.25*mm 719.728368128956*mm  |4.31060081032253*deg 6.75513657776577*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 26 
     ddvcs_ecal17_27  |          ddvcs_ecal  |       ft crystal (h:17, v:27)  |            -85.25*mm 69.75*mm 715.882343385643*mm  |5.56494748295918*deg 6.79109000371472*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 27 
     ddvcs_ecal17_28  |          ddvcs_ecal  |       ft crystal (h:17, v:28)  |            -85.25*mm 85.25*mm 711.481446454897*mm  |6.83270064543169*deg 6.83270064543169*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 28 
     ddvcs_ecal17_29  |          ddvcs_ecal  |       ft crystal (h:17, v:29)  |           -85.25*mm 100.75*mm 706.656867182133*mm  |8.11421641540881*deg 6.87890426058272*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 29 
     ddvcs_ecal17_30  |          ddvcs_ecal  |       ft crystal (h:17, v:30)  |           -85.25*mm 116.25*mm 701.509178000864*mm  |9.40931186668024*deg 6.92889287202127*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 30 
     ddvcs_ecal17_31  |          ddvcs_ecal  |       ft crystal (h:17, v:31)  |           -85.25*mm 131.75*mm 696.113575827935*mm  |10.7174329944183*deg 6.98207088601319*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 31 
     ddvcs_ecal17_32  |          ddvcs_ecal  |       ft crystal (h:17, v:32)  |           -85.25*mm 147.25*mm 690.525846348712*mm  |12.0377653827946*deg 7.03800537633232*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 17 iv manual 32 
     ddvcs_ecal18_13  |          ddvcs_ecal  |       ft crystal (h:18, v:13)  |          -69.75*mm -147.25*mm 693.574138251524*mm  |-11.9863922099866*deg 5.74276125124101*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 13 
     ddvcs_ecal18_14  |          ddvcs_ecal  |       ft crystal (h:18, v:14)  |          -69.75*mm -131.75*mm 699.431651889236*mm  |-10.6677594623609*deg 5.6949849391294*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 14 
     ddvcs_ecal18_15  |          ddvcs_ecal  |       ft crystal (h:18, v:15)  |          -69.75*mm -116.25*mm 705.138884812947*mm  |-9.36173696887058*deg 5.64919038069052*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 15 
     ddvcs_ecal18_16  |          ddvcs_ecal  |       ft crystal (h:18, v:16)  |           -69.75*mm -100.75*mm 710.64612712721*mm  |-8.0692682810403*deg 5.6056911765659*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 16 
     ddvcs_ecal18_17  |          ddvcs_ecal  |       ft crystal (h:18, v:17)  |           -69.75*mm -85.25*mm 715.882343385643*mm  |-6.79109000371472*deg 5.56494748295918*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 17 
     ddvcs_ecal18_28  |          ddvcs_ecal  |       ft crystal (h:18, v:28)  |            -69.75*mm 85.25*mm 715.882343385643*mm  |6.79109000371472*deg 5.56494748295918*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 28 
     ddvcs_ecal18_29  |          ddvcs_ecal  |       ft crystal (h:18, v:29)  |            -69.75*mm 100.75*mm 710.64612712721*mm  |8.0692682810403*deg 5.6056911765659*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 29 
     ddvcs_ecal18_30  |          ddvcs_ecal  |       ft crystal (h:18, v:30)  |           -69.75*mm 116.25*mm 705.138884812947*mm  |9.36173696887058*deg 5.64919038069052*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 30 
     ddvcs_ecal18_31  |          ddvcs_ecal  |       ft crystal (h:18, v:31)  |           -69.75*mm 131.75*mm 699.431651889236*mm  |10.6677594623609*deg 5.6949849391294*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 31 
     ddvcs_ecal18_32  |          ddvcs_ecal  |       ft crystal (h:18, v:32)  |           -69.75*mm 147.25*mm 693.574138251524*mm  |11.9863922099866*deg 5.74276125124101*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 18 iv manual 32 
     ddvcs_ecal19_13  |          ddvcs_ecal  |       ft crystal (h:19, v:13)  |          -54.25*mm -147.25*mm 696.113575827935*mm  |-11.9439235785542*deg 4.45625322151645*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 13 
     ddvcs_ecal19_14  |          ddvcs_ecal  |       ft crystal (h:19, v:14)  |           -54.25*mm -131.75*mm 702.21761315354*mm  |-10.62640216304*deg 4.41767117492791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 14 
     ddvcs_ecal19_15  |          ddvcs_ecal  |       ft crystal (h:19, v:15)  |          -54.25*mm -116.25*mm 708.217335204703*mm  |-9.32175955294697*deg 4.38039278135434*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 15 
     ddvcs_ecal19_16  |          ddvcs_ecal  |       ft crystal (h:19, v:16)  |          -54.25*mm -100.75*mm 714.073900055551*mm  |-8.03103987324945*deg 4.3446045693069*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 16 
     ddvcs_ecal19_17  |          ddvcs_ecal  |       ft crystal (h:19, v:17)  |           -54.25*mm -85.25*mm 719.728368128956*mm  |-6.75513657776577*deg 4.31060081032253*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 17 
     ddvcs_ecal19_28  |          ddvcs_ecal  |       ft crystal (h:19, v:28)  |            -54.25*mm 85.25*mm 719.728368128956*mm  |6.75513657776577*deg 4.31060081032253*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 28 
     ddvcs_ecal19_29  |          ddvcs_ecal  |       ft crystal (h:19, v:29)  |           -54.25*mm 100.75*mm 714.073900055551*mm  |8.03103987324945*deg 4.3446045693069*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 29 
     ddvcs_ecal19_30  |          ddvcs_ecal  |       ft crystal (h:19, v:30)  |           -54.25*mm 116.25*mm 708.217335204703*mm  |9.32175955294697*deg 4.38039278135434*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 30 
     ddvcs_ecal19_31  |          ddvcs_ecal  |       ft crystal (h:19, v:31)  |            -54.25*mm 131.75*mm 702.21761315354*mm  |10.62640216304*deg 4.41767117492791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 31 
     ddvcs_ecal19_32  |          ddvcs_ecal  |       ft crystal (h:19, v:32)  |           -54.25*mm 147.25*mm 696.113575827935*mm  |11.9439235785542*deg 4.45625322151645*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 19 iv manual 32 
     ddvcs_ecal20_12  |          ddvcs_ecal  |       ft crystal (h:20, v:12)  |          -38.75*mm -162.75*mm 691.729390480437*mm  |-13.2398839376106*deg 3.20633540391454*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 12 
     ddvcs_ecal20_13  |          ddvcs_ecal  |       ft crystal (h:20, v:13)  |          -38.75*mm -147.25*mm 698.083886979009*mm  |-11.9111765838782*deg 3.17720894104719*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 13 
     ddvcs_ecal20_14  |          ddvcs_ecal  |       ft crystal (h:20, v:14)  |          -38.75*mm -131.75*mm 704.394780329357*mm  |-10.5943023484074*deg 3.1488008695791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 14 
     ddvcs_ecal20_15  |          ddvcs_ecal  |       ft crystal (h:20, v:15)  |           -38.75*mm -116.25*mm 710.64612712721*mm  |-9.29045677692704*deg 3.12115679232795*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 15 
     ddvcs_ecal20_16  |          ddvcs_ecal  |       ft crystal (h:20, v:16)  |          -38.75*mm -100.75*mm 716.813441170057*mm  |-8.00074476222784*deg 3.09435541810703*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 16 
     ddvcs_ecal20_29  |          ddvcs_ecal  |       ft crystal (h:20, v:29)  |           -38.75*mm 100.75*mm 716.813441170057*mm  |8.00074476222784*deg 3.09435541810703*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 29 
     ddvcs_ecal20_30  |          ddvcs_ecal  |       ft crystal (h:20, v:30)  |            -38.75*mm 116.25*mm 710.64612712721*mm  |9.29045677692704*deg 3.12115679232795*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 30 
     ddvcs_ecal20_31  |          ddvcs_ecal  |       ft crystal (h:20, v:31)  |           -38.75*mm 131.75*mm 704.394780329357*mm  |10.5943023484074*deg 3.1488008695791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 31 
     ddvcs_ecal20_32  |          ddvcs_ecal  |       ft crystal (h:20, v:32)  |           -38.75*mm 147.25*mm 698.083886979009*mm  |11.9111765838782*deg 3.17720894104719*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 32 
     ddvcs_ecal20_33  |          ddvcs_ecal  |       ft crystal (h:20, v:33)  |           -38.75*mm 162.75*mm 691.729390480437*mm  |13.2398839376106*deg 3.20633540391454*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 20 iv manual 33 
     ddvcs_ecal21_12  |          ddvcs_ecal  |       ft crystal (h:21, v:12)  |          -23.25*mm -162.75*mm 692.953779852183*mm  |-13.2173120338103*deg 1.92168830800533*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 12 
     ddvcs_ecal21_13  |          ddvcs_ecal  |       ft crystal (h:21, v:13)  |          -23.25*mm -147.25*mm 699.431651889236*mm  |-11.8888781872269*deg 1.90390351558064*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 13 
     ddvcs_ecal21_14  |          ddvcs_ecal  |       ft crystal (h:21, v:14)  |          -23.25*mm -131.75*mm 705.892781408411*mm  |-10.5723271634499*deg 1.88648948593308*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 14 
     ddvcs_ecal21_15  |          ddvcs_ecal  |       ft crystal (h:21, v:15)  |          -23.25*mm -116.25*mm 712.330690649271*mm  |-9.26886788073341*deg 1.86945190587099*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 15 
     ddvcs_ecal21_16  |          ddvcs_ecal  |       ft crystal (h:21, v:16)  |          -23.25*mm -100.75*mm 718.735115324601*mm  |-7.97962915558483*deg 1.85280546498426*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 16 
     ddvcs_ecal21_29  |          ddvcs_ecal  |       ft crystal (h:21, v:29)  |           -23.25*mm 100.75*mm 718.735115324601*mm  |7.97962915558483*deg 1.85280546498426*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 29 
