              target  |                root  |              Target Container  |                                             0 0 0  |                                   0 0 0  | 22ff22   |            Polycone  |0.0*deg 360*deg 4*counts 0.0*mm 0.0*mm 0.0*mm 0.0*mm 56*mm 56*mm 26*mm 26*mm -116*mm 260*mm 290*mm 391*mm  |         G4_Galactic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal21_30  |          ddvcs_ecal  |       ft crystal (h:21, v:30)  |           -23.25*mm 116.25*mm 712.330690649271*mm  |9.26886788073341*deg 1.86945190587099*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 30 
     ddvcs_ecal21_31  |          ddvcs_ecal  |       ft crystal (h:21, v:31)  |           -23.25*mm 131.75*mm 705.892781408411*mm  |10.5723271634499*deg 1.88648948593308*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 31 
     ddvcs_ecal21_32  |          ddvcs_ecal  |       ft crystal (h:21, v:32)  |           -23.25*mm 147.25*mm 699.431651889236*mm  |11.8888781872269*deg 1.90390351558064*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 32 
     ddvcs_ecal21_33  |          ddvcs_ecal  |       ft crystal (h:21, v:33)  |           -23.25*mm 162.75*mm 692.953779852183*mm  |13.2173120338103*deg 1.92168830800533*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 21 iv manual 33 
     ddvcs_ecal22_12  |          ddvcs_ecal  |       ft crystal (h:22, v:12)  |           -7.75*mm -162.75*mm 693.574138251524*mm  |-13.2059044109949*deg 0.640203263845388*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 12 
     ddvcs_ecal22_13  |          ddvcs_ecal  |       ft crystal (h:22, v:13)  |           -7.75*mm -147.25*mm 700.116464376751*mm  |-11.8775796527431*deg 0.634221295100783*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 13 
     ddvcs_ecal22_14  |          ddvcs_ecal  |       ft crystal (h:22, v:14)  |           -7.75*mm -131.75*mm 706.656867182133*mm  |-10.5611529494183*deg 0.628351786435513*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 14 
     ddvcs_ecal22_15  |          ddvcs_ecal  |       ft crystal (h:22, v:15)  |           -7.75*mm -116.25*mm 713.194580223215*mm  |-9.25783504869153*deg 0.622592265918512*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 15 
     ddvcs_ecal22_16  |          ddvcs_ecal  |       ft crystal (h:22, v:16)  |           -7.75*mm -100.75*mm 719.728368128956*mm  |-7.96875851507438*deg 0.616940731055227*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 16 
     ddvcs_ecal22_29  |          ddvcs_ecal  |       ft crystal (h:22, v:29)  |            -7.75*mm 100.75*mm 719.728368128956*mm  |7.96875851507438*deg 0.616940731055227*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 29 
     ddvcs_ecal22_30  |          ddvcs_ecal  |       ft crystal (h:22, v:30)  |            -7.75*mm 116.25*mm 713.194580223215*mm  |9.25783504869153*deg 0.622592265918512*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 30 
     ddvcs_ecal22_31  |          ddvcs_ecal  |       ft crystal (h:22, v:31)  |            -7.75*mm 131.75*mm 706.656867182133*mm  |10.5611529494183*deg 0.628351786435513*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 31 
     ddvcs_ecal22_32  |          ddvcs_ecal  |       ft crystal (h:22, v:32)  |            -7.75*mm 147.25*mm 700.116464376751*mm  |11.8775796527431*deg 0.634221295100783*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 32 
     ddvcs_ecal22_33  |          ddvcs_ecal  |       ft crystal (h:22, v:33)  |            -7.75*mm 162.75*mm 693.574138251524*mm  |13.2059044109949*deg 0.640203263845388*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 22 iv manual 33 
     ddvcs_ecal23_12  |          ddvcs_ecal  |       ft crystal (h:23, v:12)  |            7.75*mm -162.75*mm 693.574138251524*mm  |-13.2059044109949*deg -0.640203263845388*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 12 
     ddvcs_ecal23_13  |          ddvcs_ecal  |       ft crystal (h:23, v:13)  |            7.75*mm -147.25*mm 700.116464376751*mm  |-11.8775796527431*deg -0.634221295100783*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 13 
     ddvcs_ecal23_14  |          ddvcs_ecal  |       ft crystal (h:23, v:14)  |            7.75*mm -131.75*mm 706.656867182133*mm  |-10.5611529494183*deg -0.628351786435513*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 14 
     ddvcs_ecal23_15  |          ddvcs_ecal  |       ft crystal (h:23, v:15)  |            7.75*mm -116.25*mm 713.194580223215*mm  |-9.25783504869153*deg -0.622592265918512*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 15 
     ddvcs_ecal23_16  |          ddvcs_ecal  |       ft crystal (h:23, v:16)  |            7.75*mm -100.75*mm 719.728368128956*mm  |-7.96875851507438*deg -0.616940731055227*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 16 
     ddvcs_ecal23_29  |          ddvcs_ecal  |       ft crystal (h:23, v:29)  |             7.75*mm 100.75*mm 719.728368128956*mm  |7.96875851507438*deg -0.616940731055227*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 29 
     ddvcs_ecal23_30  |          ddvcs_ecal  |       ft crystal (h:23, v:30)  |             7.75*mm 116.25*mm 713.194580223215*mm  |9.25783504869153*deg -0.622592265918512*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 30 
     ddvcs_ecal23_31  |          ddvcs_ecal  |       ft crystal (h:23, v:31)  |             7.75*mm 131.75*mm 706.656867182133*mm  |10.5611529494183*deg -0.628351786435513*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 31 
     ddvcs_ecal23_32  |          ddvcs_ecal  |       ft crystal (h:23, v:32)  |             7.75*mm 147.25*mm 700.116464376751*mm  |11.8775796527431*deg -0.634221295100783*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 32 
     ddvcs_ecal23_33  |          ddvcs_ecal  |       ft crystal (h:23, v:33)  |             7.75*mm 162.75*mm 693.574138251524*mm  |13.2059044109949*deg -0.640203263845388*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 23 iv manual 33 
     ddvcs_ecal24_12  |          ddvcs_ecal  |       ft crystal (h:24, v:12)  |           23.25*mm -162.75*mm 692.953779852183*mm  |-13.2173120338103*deg -1.92168830800533*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 12 
     ddvcs_ecal24_13  |          ddvcs_ecal  |       ft crystal (h:24, v:13)  |           23.25*mm -147.25*mm 699.431651889236*mm  |-11.8888781872269*deg -1.90390351558064*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 13 
     ddvcs_ecal24_14  |          ddvcs_ecal  |       ft crystal (h:24, v:14)  |           23.25*mm -131.75*mm 705.892781408411*mm  |-10.5723271634499*deg -1.88648948593308*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 14 
     ddvcs_ecal24_15  |          ddvcs_ecal  |       ft crystal (h:24, v:15)  |           23.25*mm -116.25*mm 712.330690649271*mm  |-9.26886788073341*deg -1.86945190587099*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 15 
     ddvcs_ecal24_16  |          ddvcs_ecal  |       ft crystal (h:24, v:16)  |           23.25*mm -100.75*mm 718.735115324601*mm  |-7.97962915558483*deg -1.85280546498426*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 16 
     ddvcs_ecal24_29  |          ddvcs_ecal  |       ft crystal (h:24, v:29)  |            23.25*mm 100.75*mm 718.735115324601*mm  |7.97962915558483*deg -1.85280546498426*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 29 
     ddvcs_ecal24_30  |          ddvcs_ecal  |       ft crystal (h:24, v:30)  |            23.25*mm 116.25*mm 712.330690649271*mm  |9.26886788073341*deg -1.86945190587099*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 30 
     ddvcs_ecal24_31  |          ddvcs_ecal  |       ft crystal (h:24, v:31)  |            23.25*mm 131.75*mm 705.892781408411*mm  |10.5723271634499*deg -1.88648948593308*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 31 
     ddvcs_ecal24_32  |          ddvcs_ecal  |       ft crystal (h:24, v:32)  |            23.25*mm 147.25*mm 699.431651889236*mm  |11.8888781872269*deg -1.90390351558064*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 32 
     ddvcs_ecal24_33  |          ddvcs_ecal  |       ft crystal (h:24, v:33)  |            23.25*mm 162.75*mm 692.953779852183*mm  |13.2173120338103*deg -1.92168830800533*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 24 iv manual 33 
     ddvcs_ecal25_12  |          ddvcs_ecal  |       ft crystal (h:25, v:12)  |           38.75*mm -162.75*mm 691.729390480437*mm  |-13.2398839376106*deg -3.20633540391454*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 12 
     ddvcs_ecal25_13  |          ddvcs_ecal  |       ft crystal (h:25, v:13)  |           38.75*mm -147.25*mm 698.083886979009*mm  |-11.9111765838782*deg -3.17720894104719*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 13 
     ddvcs_ecal25_14  |          ddvcs_ecal  |       ft crystal (h:25, v:14)  |           38.75*mm -131.75*mm 704.394780329357*mm  |-10.5943023484074*deg -3.1488008695791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 14 
     ddvcs_ecal25_15  |          ddvcs_ecal  |       ft crystal (h:25, v:15)  |            38.75*mm -116.25*mm 710.64612712721*mm  |-9.29045677692704*deg -3.12115679232795*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 15 
     ddvcs_ecal25_16  |          ddvcs_ecal  |       ft crystal (h:25, v:16)  |           38.75*mm -100.75*mm 716.813441170057*mm  |-8.00074476222784*deg -3.09435541810703*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 16 
     ddvcs_ecal25_29  |          ddvcs_ecal  |       ft crystal (h:25, v:29)  |            38.75*mm 100.75*mm 716.813441170057*mm  |8.00074476222784*deg -3.09435541810703*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 29 
     ddvcs_ecal25_30  |          ddvcs_ecal  |       ft crystal (h:25, v:30)  |             38.75*mm 116.25*mm 710.64612712721*mm  |9.29045677692704*deg -3.12115679232795*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 30 
     ddvcs_ecal25_31  |          ddvcs_ecal  |       ft crystal (h:25, v:31)  |            38.75*mm 131.75*mm 704.394780329357*mm  |10.5943023484074*deg -3.1488008695791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 31 
     ddvcs_ecal25_32  |          ddvcs_ecal  |       ft crystal (h:25, v:32)  |            38.75*mm 147.25*mm 698.083886979009*mm  |11.9111765838782*deg -3.17720894104719*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 32 
     ddvcs_ecal25_33  |          ddvcs_ecal  |       ft crystal (h:25, v:33)  |            38.75*mm 162.75*mm 691.729390480437*mm  |13.2398839376106*deg -3.20633540391454*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 25 iv manual 33 
     ddvcs_ecal26_13  |          ddvcs_ecal  |       ft crystal (h:26, v:13)  |           54.25*mm -147.25*mm 696.113575827935*mm  |-11.9439235785542*deg -4.45625322151645*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 13 
     ddvcs_ecal26_14  |          ddvcs_ecal  |       ft crystal (h:26, v:14)  |            54.25*mm -131.75*mm 702.21761315354*mm  |-10.62640216304*deg -4.41767117492791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 14 
     ddvcs_ecal26_15  |          ddvcs_ecal  |       ft crystal (h:26, v:15)  |           54.25*mm -116.25*mm 708.217335204703*mm  |-9.32175955294697*deg -4.38039278135434*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 15 
     ddvcs_ecal26_16  |          ddvcs_ecal  |       ft crystal (h:26, v:16)  |           54.25*mm -100.75*mm 714.073900055551*mm  |-8.03103987324945*deg -4.3446045693069*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 16 
     ddvcs_ecal26_17  |          ddvcs_ecal  |       ft crystal (h:26, v:17)  |            54.25*mm -85.25*mm 719.728368128956*mm  |-6.75513657776577*deg -4.31060081032253*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 17 
     ddvcs_ecal26_28  |          ddvcs_ecal  |       ft crystal (h:26, v:28)  |             54.25*mm 85.25*mm 719.728368128956*mm  |6.75513657776577*deg -4.31060081032253*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 28 
     ddvcs_ecal26_29  |          ddvcs_ecal  |       ft crystal (h:26, v:29)  |            54.25*mm 100.75*mm 714.073900055551*mm  |8.03103987324945*deg -4.3446045693069*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 29 
     ddvcs_ecal26_30  |          ddvcs_ecal  |       ft crystal (h:26, v:30)  |            54.25*mm 116.25*mm 708.217335204703*mm  |9.32175955294697*deg -4.38039278135434*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 30 
     ddvcs_ecal26_31  |          ddvcs_ecal  |       ft crystal (h:26, v:31)  |             54.25*mm 131.75*mm 702.21761315354*mm  |10.62640216304*deg -4.41767117492791*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 31 
     ddvcs_ecal26_32  |          ddvcs_ecal  |       ft crystal (h:26, v:32)  |            54.25*mm 147.25*mm 696.113575827935*mm  |11.9439235785542*deg -4.45625322151645*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 26 iv manual 32 
     ddvcs_ecal27_13  |          ddvcs_ecal  |       ft crystal (h:27, v:13)  |           69.75*mm -147.25*mm 693.574138251524*mm  |-11.9863922099866*deg -5.74276125124101*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 13 
     ddvcs_ecal27_14  |          ddvcs_ecal  |       ft crystal (h:27, v:14)  |           69.75*mm -131.75*mm 699.431651889236*mm  |-10.6677594623609*deg -5.6949849391294*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 14 
     ddvcs_ecal27_15  |          ddvcs_ecal  |       ft crystal (h:27, v:15)  |           69.75*mm -116.25*mm 705.138884812947*mm  |-9.36173696887058*deg -5.64919038069052*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 15 
     ddvcs_ecal27_16  |          ddvcs_ecal  |       ft crystal (h:27, v:16)  |            69.75*mm -100.75*mm 710.64612712721*mm  |-8.0692682810403*deg -5.6056911765659*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 16 
     ddvcs_ecal27_17  |          ddvcs_ecal  |       ft crystal (h:27, v:17)  |            69.75*mm -85.25*mm 715.882343385643*mm  |-6.79109000371472*deg -5.56494748295918*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 17 
     ddvcs_ecal27_28  |          ddvcs_ecal  |       ft crystal (h:27, v:28)  |             69.75*mm 85.25*mm 715.882343385643*mm  |6.79109000371472*deg -5.56494748295918*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 28 
     ddvcs_ecal27_29  |          ddvcs_ecal  |       ft crystal (h:27, v:29)  |             69.75*mm 100.75*mm 710.64612712721*mm  |8.0692682810403*deg -5.6056911765659*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 29 
     ddvcs_ecal27_30  |          ddvcs_ecal  |       ft crystal (h:27, v:30)  |            69.75*mm 116.25*mm 705.138884812947*mm  |9.36173696887058*deg -5.64919038069052*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 30 
     ddvcs_ecal27_31  |          ddvcs_ecal  |       ft crystal (h:27, v:31)  |            69.75*mm 131.75*mm 699.431651889236*mm  |10.6677594623609*deg -5.6949849391294*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 31 
     ddvcs_ecal27_32  |          ddvcs_ecal  |       ft crystal (h:27, v:32)  |            69.75*mm 147.25*mm 693.574138251524*mm  |11.9863922099866*deg -5.74276125124101*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |               mucal  |               mucal  |               ih manual 27 iv manual 32 
