               mucal  |                root  |muon calorimeter mother volume  |                                             0 0 0  |                                   0 0 0  | a50021   |            Polycone  |0.0*deg 360*deg 2*counts 69.6707365417428*mm 69.6707365417428*mm 350.410161513775*mm 465.8802153517*mm 599.9*mm 800.1*mm  |              Vacuum  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
      ddvcs_ecal5_12  |          ddvcs_ecal  |        ft crystal (h:5, v:12)  |         -271.25*mm -162.75*mm 628.747358413725*mm  |-14.512524691635*deg 23.3362544438709*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 11 
      ddvcs_ecal5_13  |          ddvcs_ecal  |        ft crystal (h:5, v:13)  |         -271.25*mm -147.25*mm 631.996572437757*mm  |-13.1155975564785*deg 23.2290268400677*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 12 
      ddvcs_ecal5_14  |          ddvcs_ecal  |        ft crystal (h:5, v:14)  |         -271.25*mm -131.75*mm 634.991674871281*mm  |-11.7217109116018*deg 23.1310065630061*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 13 
      ddvcs_ecal5_15  |          ddvcs_ecal  |        ft crystal (h:5, v:15)  |         -271.25*mm -116.25*mm 637.714356928287*mm  |-10.3312110977015*deg 23.0425778098287*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 14 
      ddvcs_ecal5_16  |          ddvcs_ecal  |        ft crystal (h:5, v:16)  |         -271.25*mm -100.75*mm 640.146421057026*mm  |-8.94427050640197*deg 22.9641268203808*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 15 
      ddvcs_ecal5_17  |          ddvcs_ecal  |        ft crystal (h:5, v:17)  |          -271.25*mm -85.25*mm 642.270219793537*mm  |-7.56088382997026*deg 22.8960317095277*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 16 
      ddvcs_ecal5_18  |          ddvcs_ecal  |        ft crystal (h:5, v:18)  |          -271.25*mm -69.75*mm 644.069158319472*mm  |-6.18087018570819*deg 22.8386507957232*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 17 
      ddvcs_ecal5_19  |          ddvcs_ecal  |        ft crystal (h:5, v:19)  |          -271.25*mm -54.25*mm 645.528238698481*mm  |-4.80388202092773*deg 22.7923099385198*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 18 
      ddvcs_ecal5_20  |          ddvcs_ecal  |        ft crystal (h:5, v:20)  |          -271.25*mm -38.75*mm 646.634613345396*mm  |-3.4294213710556*deg 22.7572896432033*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 19 
      ddvcs_ecal5_21  |          ddvcs_ecal  |        ft crystal (h:5, v:21)  |          -271.25*mm -23.25*mm 647.378106851216*mm  |-2.0568635346388*deg 22.7338128897959*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 20 
      ddvcs_ecal5_22  |          ddvcs_ecal  |        ft crystal (h:5, v:22)  |           -271.25*mm -7.75*mm 647.751661157919*mm  |-0.685487582486286*deg 22.7220347417542*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 21 
      ddvcs_ecal5_23  |          ddvcs_ecal  |        ft crystal (h:5, v:23)  |            -271.25*mm 7.75*mm 647.751661157919*mm  |0.685487582486286*deg 22.7220347417542*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 22 
      ddvcs_ecal5_24  |          ddvcs_ecal  |        ft crystal (h:5, v:24)  |           -271.25*mm 23.25*mm 647.378106851216*mm  |2.0568635346388*deg 22.7338128897959*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 23 
      ddvcs_ecal5_25  |          ddvcs_ecal  |        ft crystal (h:5, v:25)  |           -271.25*mm 38.75*mm 646.634613345396*mm  |3.4294213710556*deg 22.7572896432033*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 24 
      ddvcs_ecal5_26  |          ddvcs_ecal  |        ft crystal (h:5, v:26)  |           -271.25*mm 54.25*mm 645.528238698481*mm  |4.80388202092773*deg 22.7923099385198*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 25 
      ddvcs_ecal5_27  |          ddvcs_ecal  |        ft crystal (h:5, v:27)  |           -271.25*mm 69.75*mm 644.069158319472*mm  |6.18087018570819*deg 22.8386507957232*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 26 
      ddvcs_ecal5_28  |          ddvcs_ecal  |        ft crystal (h:5, v:28)  |           -271.25*mm 85.25*mm 642.270219793537*mm  |7.56088382997026*deg 22.8960317095277*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 27 
      ddvcs_ecal5_29  |          ddvcs_ecal  |        ft crystal (h:5, v:29)  |          -271.25*mm 100.75*mm 640.146421057026*mm  |8.94427050640197*deg 22.9641268203808*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 28 
      ddvcs_ecal5_30  |          ddvcs_ecal  |        ft crystal (h:5, v:30)  |          -271.25*mm 116.25*mm 637.714356928287*mm  |10.3312110977015*deg 23.0425778098287*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 29 
      ddvcs_ecal5_31  |          ddvcs_ecal  |        ft crystal (h:5, v:31)  |          -271.25*mm 131.75*mm 634.991674871281*mm  |11.7217109116018*deg 23.1310065630061*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 30 
      ddvcs_ecal5_32  |          ddvcs_ecal  |        ft crystal (h:5, v:32)  |          -271.25*mm 147.25*mm 631.996572437757*mm  |13.1155975564785*deg 23.2290268400677*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 31 
      ddvcs_ecal5_33  |          ddvcs_ecal  |        ft crystal (h:5, v:33)  |          -271.25*mm 162.75*mm 628.747358413725*mm  |14.512524691635*deg 23.3362544438709*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 32 
      ddvcs_ecal5_34  |          ddvcs_ecal  |        ft crystal (h:5, v:34)  |          -271.25*mm 178.25*mm 625.262089355733*mm  |15.9119805844499*deg 23.4523156144205*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 33 
      ddvcs_ecal5_35  |          ddvcs_ecal  |        ft crystal (h:5, v:35)  |          -271.25*mm 193.75*mm 621.558284381299*mm  |17.3133003843361*deg 23.5768535876778*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 4 iv manual 34 
       ddvcs_ecal6_9  |          ddvcs_ecal  |         ft crystal (h:6, v:9)  |         -255.75*mm -209.25*mm 622.781970932204*mm  |-18.5721495216426*deg 22.3260975469224*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                 ih manual 5 iv manual 8 
      ddvcs_ecal6_10  |          ddvcs_ecal  |        ft crystal (h:6, v:10)  |         -255.75*mm -193.75*mm 626.835196884093*mm  |-17.1761605004954*deg 22.195787372171*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                 ih manual 5 iv manual 9 
      ddvcs_ecal6_11  |          ddvcs_ecal  |        ft crystal (h:6, v:11)  |         -255.75*mm -178.25*mm 630.687270290454*mm  |-15.7819515357199*deg 22.0732761108225*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 5 iv manual 10 
      ddvcs_ecal6_12  |          ddvcs_ecal  |        ft crystal (h:6, v:12)  |         -255.75*mm -162.75*mm 634.320045162141*mm  |-14.3903442164674*deg 21.9589111279767*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 5 iv manual 11 
      ddvcs_ecal6_13  |          ddvcs_ecal  |        ft crystal (h:6, v:13)  |         -255.75*mm -147.25*mm 637.714356928287*mm  |-13.0020151164115*deg 21.8530668791193*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 5 iv manual 12 
      ddvcs_ecal6_14  |          ddvcs_ecal  |        ft crystal (h:6, v:14)  |          -255.75*mm -131.75*mm 640.85023184358*mm  |-11.6174785767256*deg 21.756140354436*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 5 iv manual 13 
      ddvcs_ecal6_15  |          ddvcs_ecal  |        ft crystal (h:6, v:15)  |         -255.75*mm -116.25*mm 643.707189978171*mm  |-10.237071944488*deg 21.6685444332387*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 5 iv manual 14 
      ddvcs_ecal6_16  |          ddvcs_ecal  |        ft crystal (h:6, v:16)  |         -255.75*mm -100.75*mm 646.264651008995*mm  |-8.8609444506332*deg 21.5906989365884*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 5 iv manual 15 
      ddvcs_ecal6_17  |          ddvcs_ecal  |        ft crystal (h:6, v:17)  |          -255.75*mm -85.25*mm 648.502444145026*mm  |-7.48905107466408*deg 21.5230193423873*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 5 iv manual 16 
      ddvcs_ecal6_18  |          ddvcs_ecal  |        ft crystal (h:6, v:18)  |          -255.75*mm -69.75*mm 650.401411893141*mm  |-6.12115280178663*deg 21.4659033877572*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 5 iv manual 17 
      ddvcs_ecal6_19  |          ddvcs_ecal  |        ft crystal (h:6, v:19)  |          -255.75*mm -54.25*mm 651.944082670265*mm  |-4.75682456237855*deg 21.4197161136631*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 5 iv manual 18 
